"","len","freq","err","condition","pred"
"459","5","0.027","0.5","X[,3]>2.45 & X[,3]>4.85 & X[,3]<=5.35 & X[,4]<=1.7 & X[,4]<=1.55","versicolor"
"460","5","0.013","0","X[,3]>2.45 & X[,3]>4.85 & X[,3]<=5.35 & X[,4]<=1.7 & X[,4]>1.55","versicolor"
"461","4","0.013","0","X[,3]>2.45 & X[,3]>4.85 & X[,3]>5.35 & X[,4]<=1.7","virginica"
"462","3","0.287","0","X[,3]>2.45 & X[,3]>4.85 & X[,4]>1.7","virginica"
"463","2","0.333","0","X[,4]<=1.75 & X[,4]<=0.8","setosa"
"464","3","0.347","0.0580000000000001","X[,3]<=5.35 & X[,4]<=1.75 & X[,4]>0.8","versicolor"
"465","3","0.013","0","X[,3]>5.35 & X[,4]<=1.75 & X[,4]>0.8","virginica"
"466","5","0.313","0","X[,3]<=5.45 & X[,3]<=4.95 & X[,4]>0.75 & X[,4]<=1.75 & X[,4]<=1.65","versicolor"
"467","5","0.007","0","X[,3]<=5.45 & X[,3]<=4.95 & X[,4]>0.75 & X[,4]<=1.75 & X[,4]>1.65","virginica"
"468","5","0.013","0","X[,3]<=5.45 & X[,3]>4.95 & X[,4]>0.75 & X[,4]<=1.75 & X[,4]<=1.55","virginica"
"469","5","0.013","0","X[,3]<=5.45 & X[,3]>4.95 & X[,4]>0.75 & X[,4]<=1.75 & X[,4]>1.55","versicolor"
"470","3","0.013","0","X[,3]>5.45 & X[,4]>0.75 & X[,4]<=1.75","virginica"
"471","4","0.013","0","X[,2]<=3 & X[,3]<=4.85 & X[,4]>0.75 & X[,4]>1.75","virginica"
"472","4","0.007","0","X[,2]>3 & X[,3]<=4.85 & X[,4]>0.75 & X[,4]>1.75","versicolor"
"473","4","0.027","0.25","X[,2]<=2.25 & X[,3]<=5.35 & X[,4]>0.8 & X[,4]<=1.75","versicolor"
"474","5","0.307","0.022","X[,2]>2.25 & X[,3]<=5.35 & X[,4]>0.8 & X[,4]<=1.75 & X[,4]<=1.65","versicolor"
"475","6","0.007","0","X[,2]>2.25 & X[,3]<=5.35 & X[,3]<=4.75 & X[,4]>0.8 & X[,4]<=1.75 & X[,4]>1.65","virginica"
"476","6","0.007","0","X[,2]>2.25 & X[,3]<=5.35 & X[,3]>4.75 & X[,4]>0.8 & X[,4]<=1.75 & X[,4]>1.65","versicolor"
"477","2","0.333","0","X[,4]<=1.75 & X[,4]<=0.75","setosa"
"478","4","0.02","0","X[,2]<=2.25 & X[,3]<=4.75 & X[,4]<=1.75 & X[,4]>0.75","versicolor"
"479","4","0.007","0","X[,2]<=2.25 & X[,3]>4.75 & X[,4]<=1.75 & X[,4]>0.75","virginica"
"480","3","0.333","0.08","X[,2]>2.25 & X[,4]<=1.75 & X[,4]>0.75","versicolor"
"481","3","0.013","0","X[,2]<=3 & X[,3]<=4.85 & X[,4]>1.75","virginica"
"482","3","0.007","0","X[,2]>3 & X[,3]<=4.85 & X[,4]>1.75","versicolor"
"483","2","0.287","0","X[,3]>4.85 & X[,4]>1.75","virginica"
"484","4","0.007","0","X[,3]>2.45 & X[,3]<=4.85 & X[,4]>1.65 & X[,4]<=1.75","virginica"
"485","4","0.02","0.333","X[,3]>2.45 & X[,3]<=4.85 & X[,4]>1.65 & X[,4]>1.75","virginica"
"486","4","0.033","0.4","X[,3]>2.45 & X[,3]>4.85 & X[,4]<=1.75 & X[,4]<=1.55","virginica"
"487","5","0.013","0","X[,3]>2.45 & X[,3]>4.85 & X[,3]<=5.45 & X[,4]<=1.75 & X[,4]>1.55","versicolor"
"488","5","0.007","0","X[,3]>2.45 & X[,3]>4.85 & X[,3]>5.45 & X[,4]<=1.75 & X[,4]>1.55","virginica"
"489","2","0.3","0.022","X[,3]<=4.75 & X[,4]>0.75","versicolor"
"490","4","0.02","0.333","X[,2]<=2.65 & X[,3]>4.75 & X[,4]>0.75 & X[,4]<=1.7","virginica"
"491","6","0.013","0.5","X[,2]>2.65 & X[,2]<=2.95 & X[,3]>4.75 & X[,4]>0.75 & X[,4]<=1.7 & X[,4]<=1.55","versicolor"
"492","6","0.007","0","X[,2]>2.65 & X[,2]<=2.95 & X[,3]>4.75 & X[,4]>0.75 & X[,4]<=1.7 & X[,4]>1.55","versicolor"
"493","5","0.02","0.333","X[,2]>2.65 & X[,2]>2.95 & X[,3]>4.75 & X[,4]>0.75 & X[,4]<=1.7","versicolor"
"494","5","0.013","0","X[,2]<=3 & X[,3]>4.75 & X[,3]<=4.85 & X[,4]>0.75 & X[,4]>1.7","virginica"
"495","5","0.007","0","X[,2]>3 & X[,3]>4.75 & X[,3]<=4.85 & X[,4]>0.75 & X[,4]>1.7","versicolor"
"496","4","0.287","0","X[,3]>4.75 & X[,3]>4.85 & X[,4]>0.75 & X[,4]>1.7","virginica"
"497","1","0.333","0","X[,3]<=2.5","setosa"
"498","3","0.333","0.04","X[,3]>2.5 & X[,3]<=5 & X[,4]<=1.7","versicolor"
"499","4","0.013","0","X[,3]>2.5 & X[,3]>5 & X[,4]<=1.7 & X[,4]<=1.55","virginica"
"500","5","0.007","0","X[,2]<=2.85 & X[,3]>2.5 & X[,3]>5 & X[,4]<=1.7 & X[,4]>1.55","versicolor"
"501","5","0.007","0","X[,2]>2.85 & X[,3]>2.5 & X[,3]>5 & X[,4]<=1.7 & X[,4]>1.55","virginica"
"502","4","0.013","0","X[,2]<=3 & X[,3]>2.5 & X[,3]<=4.85 & X[,4]>1.7","virginica"
"503","4","0.007","0","X[,2]>3 & X[,3]>2.5 & X[,3]<=4.85 & X[,4]>1.7","versicolor"
"504","3","0.287","0","X[,3]>2.5 & X[,3]>4.85 & X[,4]>1.7","virginica"
"505","4","0.02","0","X[,3]>2.45 & X[,3]>4.95 & X[,4]<=1.65 & X[,4]<=1.55","virginica"
"506","4","0.013","0.5","X[,3]>2.45 & X[,3]>4.95 & X[,4]<=1.65 & X[,4]>1.55","versicolor"
"507","1","0.32","0.042","X[,4]>1.65","virginica"
"508","3","0.313","0","X[,3]>2.6 & X[,3]<=4.95 & X[,4]<=1.65","versicolor"
"509","4","0.02","0","X[,3]>2.6 & X[,3]>4.95 & X[,4]<=1.65 & X[,4]<=1.55","virginica"
"510","5","0.007","0","X[,3]>2.6 & X[,3]>4.95 & X[,3]<=5.45 & X[,4]<=1.65 & X[,4]>1.55","versicolor"
"511","5","0.007","0","X[,3]>2.6 & X[,3]>4.95 & X[,3]>5.45 & X[,4]<=1.65 & X[,4]>1.55","virginica"
"512","4","0.02","0","X[,2]<=3.1 & X[,3]>2.6 & X[,3]<=4.85 & X[,4]>1.65","virginica"
"513","4","0.007","0","X[,2]>3.1 & X[,3]>2.6 & X[,3]<=4.85 & X[,4]>1.65","versicolor"
