,len,freq,err,condition,pred,Acc,new_standard
2866,4,0.024,0.478,"F_CAFFEINE %in% c('1','3','4','5','6','7') & PA_MSC %in% c('3') & WC_MN %in% c('2') & WC_MN_M03 %in% c('1')",1,0.522,0.012528
773,1,0.016,0.221,"AC_FAGE %in% c('2','4')",0,0.779,0.012464
3239,2,0.016,0.223,"HW_SPGO_H %in% c('1') & HW_S_R %in% c('4','6')",0,0.777,0.012432
744,4,0.025,0.504,"PR_HT %in% c('2','3','4') & WC_MN %in% c('2') & WC_MN_M03 %in% c('1') & HW_S_R %in% c('3','4','9')",1,0.496,0.0124
3693,4,0.013,0.049,"PA_MSC %in% c('3','4','5','6') & WC_MN %in% c('1','3','4') & M_SLP_EN %in% c('2') & HW_S_R %in% c('4','5','6','9','10')",0,0.951,0.012363
5325,3,0.014,0.117,"TC_GHW_QT %in% c('2','3') & AGE<=2.5 & E_S_RCRD %in% c('1','2')",0,0.883,0.012362
4176,4,0.02,0.382,"WC_MN %in% c('2') & WC_MN_M03 %in% c('1') & I_SCH_ED5 %in% c('9999') & E_EDU_F %in% c('1','2')",1,0.618,0.01236
1250,4,0.025,0.506,"PA_MSC %in% c('2') & PA_SWD_S %in% c('0','4','5','6','7','8','9','10','11','12','13','14') & WC_MN %in% c('2') & WC_MN_M03 %in% c('1')",1,0.494,0.01235
2740,3,0.015,0.178,M_SLP_EN %in% c('1') & O_SLNT %in% c('1') & GRADE %in% c('2'),0,0.822,0.01233
3149,4,0.014,0.12,"PR_HT %in% c('1','2') & F_FRUIT %in% c('1','3','4','5','6','7') & PA_VIG %in% c('2') & GRADE %in% c('2')",0,0.88,0.01232
932,4,0.015,0.179,"PA_TRA %in% c('1','2') & O_BR_FQ %in% c('1','2','4','5','6','7','8','9','10') & I_SB_FR %in% c('1','2') & GRADE %in% c('2')",0,0.821,0.012315
2037,5,0.022,0.442,"F_CS_F07 %in% c('9999') & PA_MSC %in% c('1','2') & WC_MN_M03 %in% c('1') & GRADE %in% c('1','3','4','5','6') & E_EDU_M %in% c('1','3','4')",1,0.558,0.012276
5236,4,0.023,0.469,"PA_MSC %in% c('1','2') & WC_MN_M03 %in% c('1') & HW_S_R %in% c('1','7','8','9','10') & AGE>2.5",1,0.531,0.012213
2222,3,0.025,0.514,"F_MILK %in% c('1') & F_WAT %in% c('1','2','4','5') & WC_MN_M03 %in% c('1')",1,0.486,0.01215
5054,2,0.016,0.242,TC_GHW_QT %in% c('1') & S_EDU %in% c('1'),0,0.758,0.012128
2139,4,0.02,0.395,"PA_SWD_N %in% c('2','3','4','5','6','7') & WC_MN %in% c('2') & WC_MN_M03 %in% c('1') & E_EDU_F %in% c('2')",1,0.605,0.0121
270,3,0.024,0.496,"PA_MSC %in% c('1','3') & WC_MN %in% c('2') & HW_SPGO_H %in% c('3','4')",1,0.504,0.012096
2321,5,0.014,0.136,"WC_MN %in% c('1','3','4') & M_SLP_EN %in% c('3','4','5') & HW_S_R %in% c('5','9') & GRADE %in% c('1','3','4','5','6') & E_EDU_M %in% c('1','3')",0,0.864,0.012096
4443,2,0.014,0.143,TC_GHW_QT %in% c('3') & GRADE %in% c('2'),0,0.857,0.011998
5200,3,0.024,0.501,WC_MN %in% c('2') & WC_MN_M03 %in% c('1') & E_EDU_M %in% c('4'),1,0.499,0.011976
5066,3,0.014,0.145,"WC_MN_M03 %in% c('0','9999') & AC_FAGE %in% c('1','4') & E_EDU_F %in% c('4','8888')",0,0.855,0.01197
4272,4,0.021,0.432,"F_FASTFOOD %in% c('1') & WC_MN %in% c('2') & WC_MN_M03 %in% c('1') & HW_S_R %in% c('2','4','5','6','9')",1,0.568,0.011928
4451,6,0.023,0.482,"PA_TOT %in% c('2','3') & PA_SWK_N %in% c('0','2','3','4','5','6','7','8','9','10','11','12') & WC_MN %in% c('2') & WC_MN_M03 %in% c('1') & AC_DAYS %in% c('0','1','3','4','5','6','7') & E_SES %in% c('1','2','4','5')",1,0.518,0.011914
2084,6,0.022,0.461,"F_FRUIT %in% c('2','4','5','6','7') & WC_MN %in% c('2') & WC_MN_M03 %in% c('1') & O_DC_FQ %in% c('2') & HW_SPRM_H %in% c('1','3','4') & GRADE %in% c('1','3','4','5','6')",1,0.539,0.011858
482,2,0.015,0.213,"HW_S_R %in% c('8') & E_EDU_F %in% c('1','2','4')",0,0.787,0.011805
5843,5,0.019,0.38,"PA_MSC %in% c('1','3') & WC_MN %in% c('2') & WC_MN_M03 %in% c('1') & AGE>2.5 & E_EDU_F %in% c('1','2','4','9999')",1,0.62,0.01178
2427,5,0.019,0.381,"PA_SWK_N %in% c('1','2','4','5','6','7','8','9','10','11','12') & WC_MN %in% c('2') & WC_MN_M03 %in% c('1') & GRADE %in% c('3','4','5','6') & E_EDU_F %in% c('1','2')",1,0.619,0.011761
4335,4,0.02,0.413,"PR_HT %in% c('2','3','4','5') & WC_MN %in% c('2') & WC_MN_M03 %in% c('1') & E_EDU_F %in% c('2')",1,0.587,0.01174
5965,5,0.02,0.413,"F_WAT %in% c('1','3','4','5') & PA_MSC %in% c('1','2') & WC_MN %in% c('2') & AGE>2.5 & E_EDU_F %in% c('1','2','4')",1,0.587,0.01174
70,3,0.015,0.218,"HW_S_R %in% c('1','2','3','4','9','10') & GRADE %in% c('2') & E_EDU_F %in% c('2')",0,0.782,0.01173
4738,4,0.023,0.491,"PR_HT %in% c('2','3','4','5') & WC_MN %in% c('2') & WC_MN_M03 %in% c('1') & HW_S_R %in% c('1','6','7','9')",1,0.509,0.011707
2159,3,0.013,0.101,"HW_S_R %in% c('3','5','8') & GRADE %in% c('1') & E_EDU_F %in% c('1','2','4','9999')",0,0.899,0.011687
5981,2,0.015,0.221,O_SLNT %in% c('2') & PR_OH %in% c('1'),0,0.779,0.011685
4625,5,0.021,0.444,"F_FASTFOOD %in% c('1') & F_WAT %in% c('3','4','5') & WC_MN %in% c('2') & WC_MN_M03 %in% c('1') & E_S_RCRD %in% c('3','4','5')",1,0.556,0.011676
468,4,0.02,0.418,PR_HT %in% c('3') & F_CS_F07 %in% c('9999') & WC_MN %in% c('2') & WC_MN_M03 %in% c('1'),1,0.582,0.01164
3811,2,0.012,0.03,"WC_MN %in% c('3') & TC_HTP_MN %in% c('1','2','3','4','5','6','7')",0,0.97,0.01164
1404,3,0.014,0.17,"HW_S_R %in% c('5','6','10') & INT_WK_MM %in% c('0') & E_FM_YBS_8 %in% c('8','9999')",0,0.83,0.01162
1630,4,0.015,0.227,"M_SLP_EN %in% c('2','3','4','5') & HW_SPRM_H %in% c('1','2') & GRADE %in% c('2') & E_EDU_F %in% c('2')",0,0.773,0.011595
4558,5,0.019,0.39,"WC_MN %in% c('2') & WC_MN_M03 %in% c('1') & HW_S_R %in% c('2','3','7') & AGE>2.5 & E_EDU_F %in% c('1','2')",1,0.61,0.01159
2223,3,0.022,0.474,F_MILK %in% c('1') & WC_MN %in% c('2') & WC_MN_M03 %in% c('1'),1,0.526,0.011572
2236,4,0.014,0.174,"F_VEG %in% c('2') & F_CS %in% c('2') & PA_MSC %in% c('1','3','4','5','6') & INT_WK_MM %in% c('0')",0,0.826,0.011564
2149,3,0.013,0.119,"HW_S_R %in% c('3','6') & GRADE %in% c('2') & E_EDU_F %in% c('3','8888')",0,0.881,0.011453
3168,3,0.013,0.124,M_SLP_EN %in% c('2') & GRADE %in% c('2') & E_EDU_F %in% c('3'),0,0.876,0.011388
4168,4,0.02,0.431,"WC_MN %in% c('2') & WC_MN_M03 %in% c('1') & TC_SND_H %in% c('1') & E_EDU_F %in% c('1','2')",1,0.569,0.01138
4847,3,0.022,0.485,PA_TOT %in% c('2') & WC_MN %in% c('2') & WC_MN_M03 %in% c('1'),1,0.515,0.01133
3635,4,0.016,0.292,"WC_MN %in% c('1','4') & WC_MN_M03 %in% c('1') & O_OCP5 %in% c('9999') & RH_DG_YR %in% c('9999')",0,0.708,0.011328
3297,3,0.014,0.193,"O_BR_S %in% c('1') & HW_SPRM_H %in% c('1') & E_EDU_F %in% c('1','2')",0,0.807,0.011298
6032,3,0.022,0.487,"F_FASTFOOD %in% c('1') & PA_MSC %in% c('1','2') & WC_MN %in% c('2')",1,0.513,0.011286
5356,4,0.02,0.439,"PR_HT %in% c('3','4','5') & WC_MN %in% c('2') & WC_MN_M03 %in% c('1') & HW_S_R %in% c('1','3','5','7','9','10')",1,0.561,0.01122
5716,4,0.019,0.41,WC_MN %in% c('2') & WC_MN_M03 %in% c('1') & I_SB_FR %in% c('2') & E_EDU_F %in% c('2'),1,0.59,0.01121
3236,5,0.018,0.379,"WC_MN %in% c('2') & WC_MN_M03 %in% c('1') & O_BR_S %in% c('2','3','4') & I_SB_FR %in% c('1','2') & E_EDU_F %in% c('1','2')",1,0.621,0.011178
4557,3,0.014,0.206,"O_BR_FQ %in% c('2') & INT_WK_MM %in% c('2','3','4','5','6','7','8','9','10') & AGE<=2.5",0,0.794,0.011116
1127,5,0.019,0.415,"F_FASTFOOD %in% c('1','2') & PA_MSC %in% c('1','3') & WC_MN %in% c('2') & WC_MN_M03 %in% c('1') & E_EDU_F %in% c('1','2','4')",1,0.585,0.011115
2734,3,0.013,0.145,"WC_MN_M03 %in% c('0','9999') & AC_ACCESS %in% c('4') & TC_HTP_MN %in% c('0','2','3','4','5','6','7')",0,0.855,0.011115
1707,6,0.021,0.473,"PA_SWD_S %in% c('0','4','5','6','7','8','9','10','11','12','13','14') & PA_SWK_S %in% c('0') & PA_TRA %in% c('2','4','5','6','7','8') & WC_MN %in% c('2') & WC_MN_M03 %in% c('1') & GRADE %in% c('1','3','4','5','6')",1,0.527,0.011067
4500,3,0.013,0.152,"M_SLP_EN %in% c('3') & HW_S_R %in% c('3','4','8','9') & GRADE %in% c('2')",0,0.848,0.011024
377,2,0.012,0.083,"F_WAT %in% c('1') & WC_MN_M06 %in% c('1','9999')",0,0.917,0.011004
2644,3,0.022,0.5,F_CS_F07 %in% c('9999') & PA_MSC %in% c('3') & WC_MN_M03 %in% c('1'),1,0.5,0.011
169,2,0.012,0.084,F_WAT %in% c('1') & WC_MN_M06 %in% c('9999'),0,0.916,0.010992
5783,3,0.021,0.477,F_FASTFOOD %in% c('1') & PA_ST %in% c('1') & WC_MN %in% c('2'),1,0.523,0.010983
2220,2,0.014,0.216,"AC_FAGE %in% c('1','3','4') & E_EDU_M %in% c('3','9999')",0,0.784,0.010976
142,3,0.011,0.013,"WC_MN %in% c('3') & O_OCP3 %in% c('3') & INT_WD_MM %in% c('2','3','4','5')",0,0.987,0.010857
5715,5,0.019,0.429,"PA_VIG %in% c('1','3','4','5','6') & WC_MN %in% c('2') & WC_MN_M03 %in% c('1') & HW_SPGO_H %in% c('1','3','4') & E_EDU_F %in% c('2')",1,0.571,0.010849
3732,5,0.017,0.363,"PA_MSC %in% c('1','3') & WC_MN %in% c('2') & WC_MN_M03 %in% c('1') & AGE>2.5 & E_EDU_F %in% c('1','2','4')",1,0.637,0.010829
3355,3,0.019,0.431,"PR_HT %in% c('3','4','5') & WC_MN_M03 %in% c('1') & E_EDU_F %in% c('1','2','4')",1,0.569,0.010811
2884,5,0.02,0.46,"PR_HT %in% c('2','3','4','5') & PA_SWD_S %in% c('0','2','3') & WC_MN %in% c('2') & WC_MN_M03 %in% c('1') & GRADE %in% c('1','3','4','5','6')",1,0.54,0.0108
4170,4,0.014,0.23,"HW_S_R %in% c('1','2','7','9') & I_SCH_ED5 %in% c('5') & TC_SND_H %in% c('2','3','4','5','6','7','8') & E_EDU_F %in% c('1','2')",0,0.77,0.01078
346,2,0.013,0.172,"HW_S_R %in% c('9') & E_EDU_M %in% c('1','2','4')",0,0.828,0.010764
5731,3,0.02,0.465,"PR_HT %in% c('3','4','5') & WC_MN %in% c('2') & O_SYMP6 %in% c('1')",1,0.535,0.0107
3335,4,0.021,0.497,"F_CS %in% c('2') & WC_MN %in% c('2') & WC_MN_M03 %in% c('1') & HW_S_R %in% c('1','4','6','7','9','10')",1,0.503,0.010563
3795,4,0.021,0.497,"PA_SWK_N %in% c('1','2','4','5','6','7','8','9','10','11','12') & WC_MN %in% c('2') & WC_MN_M03 %in% c('1') & INT_WK_MM %in% c('2')",1,0.503,0.010563
4438,2,0.021,0.498,WC_MN_M03 %in% c('1') & M_SLP_EN %in% c('1'),1,0.502,0.010542
770,4,0.022,0.521,"F_FASTFOOD %in% c('2') & F_WAT %in% c('1','3','4','5') & PA_MSC %in% c('3') & WC_MN_M03 %in% c('1')",1,0.479,0.010538
3910,2,0.013,0.19,"HW_S_R %in% c('1','3','4','6','7','8','9','10') & AC_ACCESS %in% c('3','4')",0,0.81,0.01053
3176,5,0.021,0.5,"PA_SWK_N %in% c('3','4','5','6','7','8','9','10','11','12') & WC_MN %in% c('2') & WC_MN_M03 %in% c('1') & HW_S_R %in% c('1','4','5','9') & GRADE %in% c('1','3','4','5','6')",1,0.5,0.0105
4506,3,0.018,0.418,"PR_HT %in% c('3','4','5') & F_CS %in% c('1') & WC_MN %in% c('2')",1,0.582,0.010476
2014,2,0.014,0.253,"E_SES %in% c('1') & E_EDU_F %in% c('1','2')",0,0.747,0.010458
3484,4,0.011,0.053,"F_FASTFOOD %in% c('1') & F_WAT %in% c('1','2') & PA_MSC %in% c('2','3','4','5','6') & WC_MN_M03 %in% c('0','9999')",0,0.947,0.010417
3661,2,0.012,0.133,I_SB_FR %in% c('1') & GRADE %in% c('2'),0,0.867,0.010404
749,5,0.018,0.423,"PR_HT %in% c('2','3','4') & F_CS_F07 %in% c('9999') & WC_MN %in% c('2') & WC_MN_M03 %in% c('1') & O_SYMP6 %in% c('1')",1,0.577,0.010386
3124,4,0.018,0.424,"PR_HT %in% c('3','4','5') & F_CS_F04 %in% c('4') & WC_MN %in% c('2') & WC_MN_M03 %in% c('1')",1,0.576,0.010368
3675,2,0.021,0.508,F_CS_F06 %in% c('6') & WC_MN %in% c('2'),1,0.492,0.010332
547,3,0.021,0.509,PA_SWK_S %in% c('3') & WC_MN %in% c('2') & WC_MN_M03 %in% c('1'),1,0.491,0.010311
1686,3,0.012,0.141,"TC_GHW_QT %in% c('1','2','3') & GRADE %in% c('2') & E_EDU_F %in% c('3','9999')",0,0.859,0.010308
3315,4,0.012,0.143,"F_BR %in% c('3') & F_WAT %in% c('3') & PA_MSC %in% c('2','3','4','5','6') & TC_EC_MN %in% c('0','1','2')",0,0.857,0.010284
1880,5,0.019,0.459,"PR_HT %in% c('3','4','5') & PA_TOT %in% c('2','4','5','6','7','8') & PA_SWD_N %in% c('2','3','4','5','6','7') & WC_MN %in% c('2') & ECZ_DG_LT %in% c('1')",1,0.541,0.010279
353,4,0.021,0.511,"F_VEG %in% c('1','3','4','5','6','7') & F_CS_F07 %in% c('9999') & PA_MSC %in% c('3') & WC_MN %in% c('2')",1,0.489,0.010269
2628,2,0.013,0.213,"INT_WK_MM %in% c('1') & E_EDU_F %in% c('1','2')",0,0.787,0.010231
6006,3,0.012,0.148,"F_CAFFEINE %in% c('2','3','4','5','6','7') & PA_SWD_S %in% c('1','2','3') & GRADE %in% c('2')",0,0.852,0.010224
2521,4,0.02,0.489,"PA_TOT %in% c('2','3') & WC_MN %in% c('2') & TC_HTP_MN %in% c('0','1','2') & E_EDU_F %in% c('1','2','4')",1,0.511,0.01022
4191,3,0.02,0.489,"PR_HT %in% c('2','3','5') & PA_TOT %in% c('2') & WC_MN %in% c('2')",1,0.511,0.01022
3352,4,0.012,0.151,"O_DC_FQ %in% c('3','4','5') & HW_S_R %in% c('1','3','4','6','7','8','9','10') & I_SB_BK %in% c('1','2') & E_EDU_F %in% c('1','2','4')",0,0.849,0.010188
2218,4,0.02,0.494,"F_VEG %in% c('2','4','5','6','7') & WC_MN %in% c('2') & WC_MN_M03 %in% c('1') & INT_WK_MM %in% c('3')",1,0.506,0.01012
1992,1,0.013,0.223,TC_EC_MN %in% c('2'),0,0.777,0.010101
3727,2,0.013,0.223,"HW_SPGO_H %in% c('3','4') & TC_QT_YR %in% c('2')",0,0.777,0.010101
5703,3,0.019,0.469,WC_MN %in% c('2') & E_FM_OBS_7 %in% c('7') & E_EDU_F %in% c('2'),1,0.531,0.010089
4962,4,0.017,0.41,"PR_HT %in% c('3','4','5') & WC_MN %in% c('2') & WC_MN_M03 %in% c('1') & TC_GHW_QT %in% c('3','9999')",1,0.59,0.01003
1557,3,0.012,0.165,"M_SLP_EN %in% c('1') & O_BR_FQ %in% c('2','4','5','6','7','8','9','10') & GRADE %in% c('2')",0,0.835,0.01002
4179,5,0.016,0.378,"PA_SWK_N %in% c('1','2','4','5','6','7','8','9','10','11','12') & WC_MN %in% c('2') & WC_MN_M03 %in% c('1') & I_SCH_ED5 %in% c('9999') & E_EDU_F %in% c('1','2')",1,0.622,0.009952
3604,3,0.011,0.096,"F_CAFFEINE %in% c('1') & TC_GHW_QT %in% c('2') & GRADE %in% c('1','2')",0,0.904,0.009944
6105,4,0.011,0.096,"F_WAT %in% c('3') & WC_MN %in% c('1','4') & HW_SPGO_H %in% c('2') & I_SB_BK %in% c('1','2')",0,0.904,0.009944
256,4,0.011,0.097,"HW_S_R %in% c('1','3','8','10') & TC_GHW_QT %in% c('1','4') & INT_WK_MM %in% c('0','1','2') & GRADE %in% c('2')",0,0.903,0.009933
6084,3,0.02,0.505,"PR_HT %in% c('2','3','4') & F_FRUIT %in% c('1') & WC_MN_M03 %in% c('1')",1,0.495,0.0099
1496,3,0.012,0.181,"M_SLP_EN %in% c('2','3','4','5') & HW_S_R %in% c('6','7') & GRADE %in% c('2')",0,0.819,0.009828
4278,4,0.019,0.483,WC_MN %in% c('2') & WC_MN_M03 %in% c('1') & I_SCH_TRT %in% c('1') & INT_WK_MM %in% c('2'),1,0.517,0.009823
5613,3,0.013,0.245,"HW_S_R %in% c('1','2','3','6','8','9','10') & TC_HTP_MN %in% c('1','2') & E_SES %in% c('1','2')",0,0.755,0.009815
5782,2,0.013,0.246,"HW_S_R %in% c('1','3','5','7') & AC_FAGE %in% c('1','3','4')",0,0.754,0.009802
3072,3,0.013,0.252,"HW_S_R %in% c('1','2','3','6') & I_SB_BK %in% c('1') & E_S_RCRD %in% c('3','4','5')",0,0.748,0.009724
5666,4,0.011,0.119,"WC_MN %in% c('1','3','4') & I_SB_FR %in% c('1') & AGE<=3.5 & E_LT_F %in% c('2','8888','9999')",0,0.881,0.009691
5479,3,0.018,0.463,"WC_MN %in% c('2') & O_OCP5 %in% c('9999') & E_EDU_F %in% c('1','2')",1,0.537,0.009666
3116,4,0.019,0.492,"PA_TOT %in% c('4','5','6','7','8') & PA_VIG %in% c('1','3') & WC_MN %in% c('2') & WC_MN_M03 %in% c('1')",1,0.508,0.009652
2925,4,0.019,0.494,"PR_HT %in% c('3','4','5') & WC_MN %in% c('2') & HW_S_R %in% c('1','3','6','7','8','10') & E_EDU_F %in% c('1','3','4','8888','9999')",1,0.506,0.009614
2364,3,0.011,0.127,"HW_S_R %in% c('3','5','6','10') & RH_DG_YR %in% c('1','2') & GRADE %in% c('2')",0,0.873,0.009603
124,3,0.019,0.495,F_FASTFOOD %in% c('1') & WC_MN %in% c('2') & O_BR_FQ %in% c('3'),1,0.505,0.009595
5740,2,0.011,0.128,PA_SWK_N %in% c('1') & GRADE %in% c('2'),0,0.872,0.009592
5931,3,0.01,0.042,"WC_MN %in% c('3') & WC_MN_M03 %in% c('0','9999') & AC_ACCESS %in% c('2','3','4')",0,0.958,0.00958
1512,6,0.016,0.402,"PR_HT %in% c('3','4','5') & F_EDU %in% c('2') & PA_SWK_N %in% c('0','3','4','5','6','7','8','9','10','11','12') & WC_MN %in% c('2') & WC_MN_M03 %in% c('1') & TC_GHW_QT %in% c('2','4','9999')",1,0.598,0.009568
5649,3,0.012,0.203,"I_SB_BK %in% c('3','4','5') & ECZ_DG_LT %in% c('2') & INT_WK_MM %in% c('1')",0,0.797,0.009564
2086,4,0.017,0.44,"PA_TOT %in% c('2','3') & WC_MN %in% c('2') & WC_MN_M03 %in% c('1') & E_EDU_M %in% c('1','2','4','9999')",1,0.56,0.00952
3663,4,0.016,0.405,"PR_HT %in% c('3','4','5') & WC_MN %in% c('2') & WC_MN_M03 %in% c('1') & E_EDU_M %in% c('2','4','9999')",1,0.595,0.00952
3934,3,0.011,0.136,"WC_MN_M03 %in% c('0','9999') & AC_ACCESS %in% c('2','4','5') & ECZ_DG_LT %in% c('2')",0,0.864,0.009504
5032,5,0.017,0.441,"F_CS_F07 %in% c('9999') & F_WAT %in% c('3','4','5') & PA_SWK_S %in% c('0') & WC_MN %in% c('2') & GRADE %in% c('3','4','5','6')",1,0.559,0.009503
437,4,0.01,0.051,"F_FRUIT %in% c('3') & F_WAT %in% c('2') & PA_SWK_S %in% c('0','2') & WC_MN_M03 %in% c('0','9999')",0,0.949,0.00949
425,3,0.012,0.21,"WC_MN %in% c('1','4') & GRADE %in% c('1','3','4','5','6') & SleepAvg_WK %in% c('0','1','4')",0,0.79,0.00948
2996,4,0.017,0.443,PA_MSC %in% c('1') & WC_MN %in% c('2') & WC_MN_M03 %in% c('1') & M_SLP_EN %in% c('3'),1,0.557,0.009469
4298,1,0.013,0.273,O_BR_FQ %in% c('1'),0,0.727,0.009451
1522,4,0.019,0.506,"F_VEG %in% c('1','2','4','5','6','7') & PA_VIG %in% c('2') & PA_MSC %in% c('1','2') & WC_MN_M03 %in% c('1')",1,0.494,0.009386
2322,6,0.018,0.48,"PR_HT %in% c('2','3','4','5') & PA_MSC %in% c('1','2') & WC_MN_M03 %in% c('1') & M_SLP_EN %in% c('3','4','5') & HW_S_R %in% c('1','2','3','4','6','7','8','10') & E_EDU_M %in% c('1','3')",1,0.52,0.00936
2941,4,0.017,0.45,"WC_MN %in% c('2') & WC_MN_M03 %in% c('1') & HW_S_R %in% c('1','3','5','10') & E_EDU_F %in% c('1','2','4')",1,0.55,0.00935
1390,4,0.015,0.378,"PR_HT %in% c('3','4','5') & WC_MN %in% c('2') & WC_MN_M03 %in% c('1') & E_EDU_F %in% c('1','2','4')",1,0.622,0.00933
2525,2,0.012,0.224,M_SLP_EN %in% c('1') & INT_WK_MM %in% c('3'),0,0.776,0.009312
2827,5,0.015,0.38,"PR_HT %in% c('3','4','5') & F_WAT %in% c('3','4','5') & WC_MN %in% c('2') & WC_MN_M03 %in% c('1') & TC_GHW_QT %in% c('2','9999')",1,0.62,0.0093
3673,4,0.016,0.419,"PA_MSC %in% c('1') & WC_MN %in% c('2') & WC_MN_M03 %in% c('1') & E_EDU_F %in% c('1','2','4')",1,0.581,0.009296
2378,4,0.015,0.382,"PR_HT %in% c('3','4') & WC_MN %in% c('2') & WC_MN_M03 %in% c('1') & E_EDU_F %in% c('1','2','4')",1,0.618,0.00927
3546,2,0.012,0.229,TC_SND_H %in% c('3') & GRADE %in% c('2'),0,0.771,0.009252
1825,1,0.012,0.231,AC_FAGE %in% c('4'),0,0.769,0.009228
2627,3,0.011,0.165,"O_BR_S %in% c('2') & E_SES %in% c('3','4','5') & GRADE %in% c('2')",0,0.835,0.009185
4455,4,0.016,0.426,"PA_TOT %in% c('2','3') & WC_MN %in% c('2') & WC_MN_M03 %in% c('1') & E_EDU_F %in% c('1','2','4')",1,0.574,0.009184
128,3,0.018,0.493,"F_WAT %in% c('3','4','5') & WC_MN %in% c('2') & O_BR_FQ %in% c('1','2')",1,0.507,0.009126
1149,6,0.017,0.464,"PR_HT %in% c('1','3','4') & F_CS_F07 %in% c('9999') & PA_MSC %in% c('1','3') & WC_MN_M03 %in% c('1') & TC_GHW_QT %in% c('1','2','3','4') & E_EDU_M %in% c('3','4','8888')",1,0.536,0.009112
2527,4,0.011,0.174,"M_SLP_EN %in% c('1') & O_SYMP2 %in% c('1') & GRADE %in% c('1','3','4','5','6') & E_EDU_F %in% c('3','8888','9999')",0,0.826,0.009086
106,4,0.011,0.175,"F_WAT %in% c('1','2') & HW_SPGO_H %in% c('3','4') & GRADE %in% c('1','3','4','5','6') & E_EDU_M %in% c('1','3')",0,0.825,0.009075
3047,4,0.017,0.467,"PA_TOT %in% c('2') & WC_MN %in% c('2') & WC_MN_M03 %in% c('1') & HW_S_R %in% c('2','3','4','6','7','10')",1,0.533,0.009061
4832,3,0.01,0.094,"PA_MSC %in% c('2') & WC_MN_M03 %in% c('0','9999') & TC_SND_H %in% c('2')",0,0.906,0.00906
3426,3,0.01,0.096,I_SCH_ED5 %in% c('5') & INT_WK_MM %in% c('1') & GRADE %in% c('1'),0,0.904,0.00904
5400,4,0.011,0.182,"O_BR_FQ %in% c('2') & O_OCP2 %in% c('9999') & TC_GHW_QT %in% c('3','4') & AGE<=2.5",0,0.818,0.008998
1191,4,0.016,0.438,"F_VEG %in% c('1','3') & WC_MN %in% c('2') & WC_MN_M03 %in% c('1') & E_EDU_F %in% c('1','2','4')",1,0.562,0.008992
5214,3,0.01,0.106,"HW_S_R %in% c('1','6','7','10') & INT_WD_MM %in% c('0') & GRADE %in% c('2')",0,0.894,0.00894
3831,3,0.011,0.188,"I_SB_FR %in% c('3','4','5') & S_EDU %in% c('1') & GRADE %in% c('2')",0,0.812,0.008932
278,4,0.016,0.444,"F_CAFFEINE %in% c('1','3','4','5','6','7') & PA_MSC %in% c('1','3') & WC_MN %in% c('2') & E_EDU_F %in% c('1','2','9999')",1,0.556,0.008896
2591,2,0.009,0.012,WC_MN %in% c('3') & TC_SND_S %in% c('2'),0,0.988,0.008892
2470,3,0.01,0.112,"F_WAT %in% c('1','2') & PR_OH %in% c('2') & I_SB_FR %in% c('3','4','5')",0,0.888,0.00888
3420,2,0.011,0.194,TC_SND_H %in% c('2') & GRADE %in% c('3'),0,0.806,0.008866
1519,4,0.017,0.479,"WC_MN %in% c('2') & WC_MN_M03 %in% c('1') & RH_DG_YR %in% c('1','2') & E_EDU_M %in% c('2','4')",1,0.521,0.008857
719,2,0.009,0.02,WC_MN %in% c('3') & M_SLP_EN %in% c('1'),0,0.98,0.00882
1218,3,0.017,0.482,"WC_MN_M03 %in% c('1') & M_SLP_EN %in% c('1') & E_S_RCRD %in% c('2','3','4','5')",1,0.518,0.008806
3125,5,0.016,0.45,"PR_HT %in% c('3') & F_CS_F04 %in% c('9999') & F_WAT %in% c('3','4','5') & PA_SWD_N %in% c('1','3','4','5','6','7') & WC_MN %in% c('2')",1,0.55,0.0088
3309,4,0.017,0.483,"F_VEG %in% c('1','2','4','5','6','7') & PA_TOT %in% c('2','3') & WC_MN_M03 %in% c('1') & E_EDU_M %in% c('1','2','4','9999')",1,0.517,0.008789
5985,2,0.009,0.024,WC_MN %in% c('3') & I_SB_EX %in% c('1'),0,0.976,0.008784
576,2,0.009,0.028,"WC_MN %in% c('3') & O_BR_FQ %in% c('1','2')",0,0.972,0.008748
1524,3,0.014,0.376,"PR_HT %in% c('3','4','5') & WC_MN_M03 %in% c('1') & PR_OH %in% c('1','2')",1,0.624,0.008736
3524,2,0.009,0.035,WC_MN %in% c('3') & AGE>6.5,0,0.965,0.008685
5922,5,0.015,0.421,"WC_MN %in% c('2') & WC_MN_M03 %in% c('1') & O_BR_S %in% c('2','3','4') & PR_OH %in% c('2') & E_FM_OBS_7 %in% c('9999')",1,0.579,0.008685
1353,1,0.011,0.211,"AC_FAGE %in% c('2','3')",0,0.789,0.008679
5723,1,0.011,0.212,"SleepAvg_WK %in% c('0','1','3')",0,0.788,0.008668
4938,5,0.009,0.037,"PR_HT %in% c('1','2') & WC_MN_M03 %in% c('0','9999') & HW_SPRM_H %in% c('2','3','4') & HW_S_R %in% c('4','5','6','7','9','10') & AGE<=2.5",0,0.963,0.008667
2085,5,0.015,0.423,"PA_TOT %in% c('2','3') & WC_MN %in% c('2') & WC_MN_M03 %in% c('1') & GRADE %in% c('1','3','4','5','6') & E_EDU_M %in% c('1','2','4','9999')",1,0.577,0.008655
