,M_SLP_HR_K,M_WK_HR_K,일어난 시각 - 잠에 든 시각,절대값
37658,24.0,11.0,-13.0,13.0
37659,23.0,8.0,-15.0,15.0
37660,24.0,9.0,-15.0,15.0
37661,1.0,8.0,7.0,7.0
37662,1.0,8.0,7.0,7.0
37663,24.0,10.0,-14.0,14.0
37664,24.0,11.0,-13.0,13.0
37667,22.0,8.0,-14.0,14.0
37669,24.0,9.0,-15.0,15.0
37670,22.0,4.0,-18.0,18.0
37671,2.0,9.0,7.0,7.0
37672,23.0,10.0,-13.0,13.0
37673,24.0,11.0,-13.0,13.0
37677,2.0,7.0,5.0,5.0
37678,24.0,8.0,-16.0,16.0
37681,24.0,21.0,-3.0,3.0
37682,1.0,10.0,9.0,9.0
37684,24.0,9.0,-15.0,15.0
37687,24.0,8.0,-16.0,16.0
37688,24.0,8.0,-16.0,16.0
37690,24.0,10.0,-14.0,14.0
37694,23.0,8.0,-15.0,15.0
37695,23.0,9.0,-14.0,14.0
37696,1.0,8.0,7.0,7.0
37697,23.0,11.0,-12.0,12.0
37698,24.0,7.0,-17.0,17.0
37699,13.0,9.0,-4.0,4.0
37700,24.0,10.0,-14.0,14.0
37701,23.0,11.0,-12.0,12.0
37702,12.0,12.0,0.0,0.0
37713,3.0,14.0,11.0,11.0
37714,24.0,9.0,-15.0,15.0
37715,1.0,7.0,6.0,6.0
37716,1.0,10.0,9.0,9.0
37717,24.0,9.0,-15.0,15.0
37718,24.0,11.0,-13.0,13.0
37721,1.0,8.0,7.0,7.0
37722,23.0,18.0,-5.0,5.0
37723,3.0,7.0,4.0,4.0
37724,12.0,8.0,-4.0,4.0
37727,2.0,11.0,9.0,9.0
37732,2.0,10.0,8.0,8.0
37733,11.0,9.0,-2.0,2.0
37739,3.0,9.0,6.0,6.0
37740,24.0,9.0,-15.0,15.0
37742,1.0,10.0,9.0,9.0
37743,24.0,10.0,-14.0,14.0
37744,24.0,8.0,-16.0,16.0
37745,23.0,8.0,-15.0,15.0
37746,2.0,9.0,7.0,7.0
37747,1.0,10.0,9.0,9.0
37748,24.0,8.0,-16.0,16.0
37749,11.0,8.0,-3.0,3.0
37750,22.0,10.0,-12.0,12.0
37751,24.0,8.0,-16.0,16.0
37752,11.0,21.0,10.0,10.0
37753,12.0,8.0,-4.0,4.0
37754,23.0,9.0,-14.0,14.0
37755,12.0,9.0,-3.0,3.0
37756,24.0,9.0,-15.0,15.0
37757,24.0,6.0,-18.0,18.0
37758,23.0,8.0,-15.0,15.0
37759,1.0,10.0,9.0,9.0
37760,23.0,10.0,-13.0,13.0
37761,12.0,8.0,-4.0,4.0
37762,1.0,8.0,7.0,7.0
37763,13.0,21.0,8.0,8.0
37764,1.0,8.0,7.0,7.0
37765,1.0,8.0,7.0,7.0
37766,3.0,9.0,6.0,6.0
37767,22.0,6.0,-16.0,16.0
37768,24.0,8.0,-16.0,16.0
37769,24.0,8.0,-16.0,16.0
37770,23.0,5.0,-18.0,18.0
37771,2.0,13.0,11.0,11.0
37772,24.0,8.0,-16.0,16.0
37773,11.0,8.0,-3.0,3.0
37774,1.0,8.0,7.0,7.0
37775,1.0,8.0,7.0,7.0
37776,2.0,12.0,10.0,10.0
37777,12.0,9.0,-3.0,3.0
37778,24.0,7.0,-17.0,17.0
37779,23.0,10.0,-13.0,13.0
37780,24.0,10.0,-14.0,14.0
37781,24.0,6.0,-18.0,18.0
37782,1.0,11.0,10.0,10.0
37783,24.0,9.0,-15.0,15.0
37784,21.0,9.0,-12.0,12.0
37785,3.0,8.0,5.0,5.0
37786,1.0,8.0,7.0,7.0
37787,12.0,7.0,-5.0,5.0
37788,23.0,8.0,-15.0,15.0
37789,11.0,10.0,-1.0,1.0
37790,2.0,10.0,8.0,8.0
37791,1.0,8.0,7.0,7.0
37792,1.0,9.0,8.0,8.0
37793,24.0,6.0,-18.0,18.0
37794,4.0,10.0,6.0,6.0
37795,2.0,10.0,8.0,8.0
37796,23.0,5.0,-18.0,18.0
37797,1.0,10.0,9.0,9.0
37798,1.0,10.0,9.0,9.0
37799,3.0,4.0,1.0,1.0
37800,1.0,8.0,7.0,7.0
37801,24.0,9.0,-15.0,15.0
37802,1.0,8.0,7.0,7.0
37803,23.0,6.0,-17.0,17.0
37804,1.0,8.0,7.0,7.0
37805,1.0,9.0,8.0,8.0
37806,24.0,9.0,-15.0,15.0
37807,1.0,9.0,8.0,8.0
37808,4.0,13.0,9.0,9.0
37809,2.0,8.0,6.0,6.0
37810,24.0,10.0,-14.0,14.0
37811,23.0,9.0,-14.0,14.0
37812,24.0,8.0,-16.0,16.0
37813,3.0,8.0,5.0,5.0
37814,1.0,9.0,8.0,8.0
37815,1.0,10.0,9.0,9.0
37816,23.0,6.0,-17.0,17.0
37821,2.0,13.0,11.0,11.0
37822,1.0,11.0,10.0,10.0
37823,2.0,12.0,10.0,10.0
37824,24.0,9.0,-15.0,15.0
37825,23.0,8.0,-15.0,15.0
37826,24.0,22.0,-2.0,2.0
37831,24.0,10.0,-14.0,14.0
37832,2.0,11.0,9.0,9.0
37833,24.0,9.0,-15.0,15.0
37834,22.0,9.0,-13.0,13.0
37837,1.0,9.0,8.0,8.0
37838,24.0,8.0,-16.0,16.0
37839,1.0,11.0,10.0,10.0
37840,24.0,7.0,-17.0,17.0
37841,1.0,8.0,7.0,7.0
37842,23.0,9.0,-14.0,14.0
37843,24.0,5.0,-19.0,19.0
37844,1.0,6.0,5.0,5.0
37846,24.0,11.0,-13.0,13.0
37847,24.0,10.0,-14.0,14.0
37848,24.0,9.0,-15.0,15.0
37849,13.0,10.0,-3.0,3.0
37850,1.0,10.0,9.0,9.0
37851,23.0,7.0,-16.0,16.0
37852,22.0,18.0,-4.0,4.0
37853,13.0,10.0,-3.0,3.0
37856,3.0,10.0,7.0,7.0
37857,23.0,10.0,-13.0,13.0
37858,1.0,8.0,7.0,7.0
37859,24.0,10.0,-14.0,14.0
37860,22.0,7.0,-15.0,15.0
37865,21.0,1.0,-20.0,20.0
37866,2.0,10.0,8.0,8.0
37869,2.0,10.0,8.0,8.0
37872,1.0,9.0,8.0,8.0
37875,2.0,12.0,10.0,10.0
37876,24.0,12.0,-12.0,12.0
37877,11.0,23.0,12.0,12.0
37878,23.0,7.0,-16.0,16.0
37879,24.0,10.0,-14.0,14.0
37880,22.0,7.0,-15.0,15.0
37881,24.0,8.0,-16.0,16.0
37884,2.0,12.0,10.0,10.0
37889,3.0,12.0,9.0,9.0
37890,1.0,7.0,6.0,6.0
37891,1.0,11.0,10.0,10.0
37892,6.0,6.0,0.0,0.0
37893,23.0,10.0,-13.0,13.0
37900,21.0,7.0,-14.0,14.0
37901,3.0,9.0,6.0,6.0
37902,22.0,6.0,-16.0,16.0
37909,2.0,11.0,9.0,9.0
37910,24.0,12.0,-12.0,12.0
37911,12.0,12.0,0.0,0.0
37912,23.0,6.0,-17.0,17.0
37913,23.0,7.0,-16.0,16.0
37914,24.0,7.0,-17.0,17.0
37915,24.0,21.0,-3.0,3.0
37916,24.0,9.0,-15.0,15.0
37917,20.0,6.0,-14.0,14.0
37918,24.0,7.0,-17.0,17.0
37919,2.0,10.0,8.0,8.0
37927,2.0,8.0,6.0,6.0
37928,24.0,4.0,-20.0,20.0
37929,11.0,8.0,-3.0,3.0
37930,23.0,11.0,-12.0,12.0
37933,12.0,10.0,-2.0,2.0
37934,24.0,9.0,-15.0,15.0
37935,21.0,11.0,-10.0,10.0
37936,23.0,10.0,-13.0,13.0
37937,12.0,21.0,9.0,9.0
37938,24.0,6.0,-18.0,18.0
37939,23.0,8.0,-15.0,15.0
37940,11.0,20.0,9.0,9.0
37941,1.0,20.0,19.0,19.0
37942,23.0,8.0,-15.0,15.0
37954,1.0,9.0,8.0,8.0
37955,24.0,13.0,-11.0,11.0
37960,23.0,7.0,-16.0,16.0
37961,1.0,11.0,10.0,10.0
37964,24.0,8.0,-16.0,16.0
37965,12.0,10.0,-2.0,2.0
37966,3.0,9.0,6.0,6.0
37967,23.0,6.0,-17.0,17.0
37968,1.0,9.0,8.0,8.0
37969,3.0,10.0,7.0,7.0
37970,3.0,11.0,8.0,8.0
37971,12.0,11.0,-1.0,1.0
37972,24.0,8.0,-16.0,16.0
37973,2.0,9.0,7.0,7.0
37974,23.0,18.0,-5.0,5.0
37975,23.0,7.0,-16.0,16.0
37976,22.0,9.0,-13.0,13.0
37989,23.0,9.0,-14.0,14.0
37990,1.0,10.0,9.0,9.0
37991,23.0,9.0,-14.0,14.0
37992,11.0,6.0,-5.0,5.0
37993,2.0,9.0,7.0,7.0
37994,2.0,10.0,8.0,8.0
37995,2.0,10.0,8.0,8.0
37996,11.0,6.0,-5.0,5.0
37997,23.0,7.0,-16.0,16.0
37998,24.0,21.0,-3.0,3.0
37999,2.0,13.0,11.0,11.0
38000,12.0,4.0,-8.0,8.0
38001,24.0,11.0,-13.0,13.0
38002,8.0,15.0,7.0,7.0
38003,1.0,11.0,10.0,10.0
38004,3.0,12.0,9.0,9.0
38006,24.0,1.0,-23.0,23.0
38009,13.0,12.0,-1.0,1.0
38010,3.0,12.0,9.0,9.0
38011,1.0,12.0,11.0,11.0
38012,4.0,11.0,7.0,7.0
38022,23.0,7.0,-16.0,16.0
38023,3.0,10.0,7.0,7.0
38024,2.0,10.0,8.0,8.0
38025,2.0,10.0,8.0,8.0
38026,24.0,8.0,-16.0,16.0
38027,22.0,8.0,-14.0,14.0
38028,24.0,5.0,-19.0,19.0
38029,2.0,9.0,7.0,7.0
38030,23.0,10.0,-13.0,13.0
38031,2.0,10.0,8.0,8.0
38035,3.0,11.0,8.0,8.0
38036,1.0,9.0,8.0,8.0
38037,3.0,11.0,8.0,8.0
38038,24.0,9.0,-15.0,15.0
38045,24.0,6.0,-18.0,18.0
38046,2.0,10.0,8.0,8.0
38047,22.0,9.0,-13.0,13.0
38048,23.0,8.0,-15.0,15.0
38049,22.0,8.0,-14.0,14.0
38050,23.0,8.0,-15.0,15.0
38051,23.0,11.0,-12.0,12.0
38052,2.0,8.0,6.0,6.0
38053,24.0,9.0,-15.0,15.0
38054,23.0,9.0,-14.0,14.0
38055,23.0,6.0,-17.0,17.0
38056,24.0,9.0,-15.0,15.0
38057,23.0,7.0,-16.0,16.0
38058,1.0,8.0,7.0,7.0
38059,22.0,7.0,-15.0,15.0
38060,24.0,9.0,-15.0,15.0
38061,12.0,8.0,-4.0,4.0
38062,23.0,8.0,-15.0,15.0
38063,24.0,9.0,-15.0,15.0
38064,23.0,9.0,-14.0,14.0
38065,1.0,14.0,13.0,13.0
38066,24.0,7.0,-17.0,17.0
38067,24.0,9.0,-15.0,15.0
38068,22.0,9.0,-13.0,13.0
38069,24.0,8.0,-16.0,16.0
38070,2.0,7.0,5.0,5.0
38071,1.0,9.0,8.0,8.0
38072,23.0,19.0,-4.0,4.0
38073,22.0,7.0,-15.0,15.0
38074,3.0,10.0,7.0,7.0
38075,1.0,10.0,9.0,9.0
38076,23.0,8.0,-15.0,15.0
38077,2.0,7.0,5.0,5.0
38078,1.0,11.0,10.0,10.0
38079,24.0,9.0,-15.0,15.0
38080,1.0,9.0,8.0,8.0
38081,11.0,6.0,-5.0,5.0
38082,2.0,8.0,6.0,6.0
38083,4.0,10.0,6.0,6.0
38084,23.0,8.0,-15.0,15.0
38085,23.0,11.0,-12.0,12.0
38086,1.0,7.0,6.0,6.0
38087,1.0,7.0,6.0,6.0
38088,1.0,9.0,8.0,8.0
38089,1.0,9.0,8.0,8.0
38090,23.0,8.0,-15.0,15.0
38091,24.0,9.0,-15.0,15.0
38092,1.0,9.0,8.0,8.0
38093,24.0,8.0,-16.0,16.0
38094,4.0,10.0,6.0,6.0
38095,24.0,10.0,-14.0,14.0
38096,1.0,9.0,8.0,8.0
38097,24.0,10.0,-14.0,14.0
38098,23.0,8.0,-15.0,15.0
38099,4.0,18.0,14.0,14.0
38100,5.0,11.0,6.0,6.0
38101,3.0,14.0,11.0,11.0
38102,23.0,7.0,-16.0,16.0
38103,3.0,14.0,11.0,11.0
38104,4.0,10.0,6.0,6.0
38105,1.0,15.0,14.0,14.0
38106,3.0,9.0,6.0,6.0
38107,6.0,12.0,6.0,6.0
38108,1.0,11.0,10.0,10.0
38109,1.0,10.0,9.0,9.0
38110,5.0,9.0,4.0,4.0
38115,23.0,8.0,-15.0,15.0
38116,23.0,19.0,-4.0,4.0
38117,23.0,8.0,-15.0,15.0
38118,24.0,11.0,-13.0,13.0
38119,23.0,20.0,-3.0,3.0
38120,2.0,10.0,8.0,8.0
38121,24.0,12.0,-12.0,12.0
38122,3.0,9.0,6.0,6.0
38129,23.0,11.0,-12.0,12.0
38132,1.0,10.0,9.0,9.0
38133,4.0,13.0,9.0,9.0
38134,3.0,9.0,6.0,6.0
38135,24.0,12.0,-12.0,12.0
38139,11.0,21.0,10.0,10.0
38140,2.0,9.0,7.0,7.0
38141,10.0,6.0,-4.0,4.0
38142,7.0,11.0,4.0,4.0
38143,24.0,8.0,-16.0,16.0
38144,24.0,8.0,-16.0,16.0
38154,2.0,10.0,8.0,8.0
38155,24.0,8.0,-16.0,16.0
38156,13.0,7.0,-6.0,6.0
38157,4.0,8.0,4.0,4.0
38158,1.0,10.0,9.0,9.0
38159,24.0,9.0,-15.0,15.0
38164,24.0,10.0,-14.0,14.0
38166,3.0,11.0,8.0,8.0
38167,1.0,9.0,8.0,8.0
38168,3.0,11.0,8.0,8.0
38169,1.0,10.0,9.0,9.0
38179,3.0,13.0,10.0,10.0
38180,24.0,10.0,-14.0,14.0
38181,3.0,12.0,9.0,9.0
38182,24.0,8.0,-16.0,16.0
38183,24.0,9.0,-15.0,15.0
38184,1.0,8.0,7.0,7.0
38185,1.0,9.0,8.0,8.0
38186,24.0,10.0,-14.0,14.0
38187,23.0,8.0,-15.0,15.0
38194,23.0,7.0,-16.0,16.0
38195,23.0,6.0,-17.0,17.0
38196,4.0,9.0,5.0,5.0
38198,10.0,8.0,-2.0,2.0
38200,24.0,8.0,-16.0,16.0
38203,7.0,10.0,3.0,3.0
38204,23.0,9.0,-14.0,14.0
38205,22.0,6.0,-16.0,16.0
38206,23.0,6.0,-17.0,17.0
38207,2.0,11.0,9.0,9.0
38208,2.0,9.0,7.0,7.0
38209,23.0,7.0,-16.0,16.0
38210,24.0,11.0,-13.0,13.0
38211,2.0,8.0,6.0,6.0
38212,2.0,9.0,7.0,7.0
38213,23.0,9.0,-14.0,14.0
38216,1.0,10.0,9.0,9.0
38217,23.0,9.0,-14.0,14.0
38218,2.0,9.0,7.0,7.0
38219,13.0,9.0,-4.0,4.0
38231,3.0,12.0,9.0,9.0
38232,1.0,6.0,5.0,5.0
38233,1.0,10.0,9.0,9.0
38234,22.0,7.0,-15.0,15.0
38235,12.0,10.0,-2.0,2.0
38236,24.0,10.0,-14.0,14.0
38237,2.0,21.0,19.0,19.0
38238,24.0,8.0,-16.0,16.0
38239,1.0,9.0,8.0,8.0
38240,1.0,7.0,6.0,6.0
38253,23.0,12.0,-11.0,11.0
38254,22.0,7.0,-15.0,15.0
38255,3.0,11.0,8.0,8.0
38409,13.0,9.0,-4.0,4.0
38410,23.0,9.0,-14.0,14.0
38411,22.0,8.0,-14.0,14.0
38412,22.0,8.0,-14.0,14.0
38413,23.0,8.0,-15.0,15.0
38414,9.0,5.0,-4.0,4.0
38415,1.0,7.0,6.0,6.0
38416,1.0,11.0,10.0,10.0
38417,21.0,9.0,-12.0,12.0
38418,22.0,8.0,-14.0,14.0
38419,21.0,9.0,-12.0,12.0
38420,21.0,8.0,-13.0,13.0
38421,24.0,11.0,-13.0,13.0
38422,2.0,10.0,8.0,8.0
38423,3.0,8.0,5.0,5.0
38424,1.0,10.0,9.0,9.0
38425,23.0,10.0,-13.0,13.0
38426,3.0,9.0,6.0,6.0
38427,22.0,6.0,-16.0,16.0
38428,14.0,10.0,-4.0,4.0
38429,24.0,8.0,-16.0,16.0
38430,7.0,14.0,7.0,7.0
38431,23.0,9.0,-14.0,14.0
38432,22.0,9.0,-13.0,13.0
38433,1.0,7.0,6.0,6.0
38434,12.0,9.0,-3.0,3.0
38435,2.0,8.0,6.0,6.0
38436,2.0,11.0,9.0,9.0
38437,24.0,10.0,-14.0,14.0
38438,2.0,7.0,5.0,5.0
38439,21.0,9.0,-12.0,12.0
38440,23.0,7.0,-16.0,16.0
38441,24.0,9.0,-15.0,15.0
38442,24.0,9.0,-15.0,15.0
38443,23.0,8.0,-15.0,15.0
38444,23.0,9.0,-14.0,14.0
38445,24.0,10.0,-14.0,14.0
38446,23.0,8.0,-15.0,15.0
38447,21.0,8.0,-13.0,13.0
38448,24.0,12.0,-12.0,12.0
38449,23.0,7.0,-16.0,16.0
38450,2.0,10.0,8.0,8.0
38451,23.0,5.0,-18.0,18.0
38452,3.0,9.0,6.0,6.0
38453,1.0,8.0,7.0,7.0
38454,2.0,10.0,8.0,8.0
38455,23.0,9.0,-14.0,14.0
38456,21.0,21.0,0.0,0.0
38457,24.0,24.0,0.0,0.0
38458,1.0,10.0,9.0,9.0
38459,1.0,8.0,7.0,7.0
38460,23.0,9.0,-14.0,14.0
38461,3.0,7.0,4.0,4.0
38462,2.0,12.0,10.0,10.0
38463,22.0,9.0,-13.0,13.0
38464,3.0,9.0,6.0,6.0
38465,23.0,7.0,-16.0,16.0
38466,23.0,8.0,-15.0,15.0
38467,3.0,11.0,8.0,8.0
38468,1.0,9.0,8.0,8.0
38469,24.0,8.0,-16.0,16.0
38470,1.0,9.0,8.0,8.0
38471,1.0,13.0,12.0,12.0
38472,3.0,9.0,6.0,6.0
38473,24.0,8.0,-16.0,16.0
38474,1.0,13.0,12.0,12.0
38475,1.0,10.0,9.0,9.0
38476,21.0,7.0,-14.0,14.0
38477,23.0,10.0,-13.0,13.0
38478,4.0,11.0,7.0,7.0
38479,23.0,9.0,-14.0,14.0
38480,21.0,8.0,-13.0,13.0
38481,23.0,10.0,-13.0,13.0
38482,24.0,10.0,-14.0,14.0
38483,22.0,7.0,-15.0,15.0
38491,23.0,10.0,-13.0,13.0
38492,24.0,10.0,-14.0,14.0
38493,11.0,8.0,-3.0,3.0
38494,23.0,6.0,-17.0,17.0
38495,23.0,9.0,-14.0,14.0
38496,1.0,8.0,7.0,7.0
38497,23.0,7.0,-16.0,16.0
38498,11.0,8.0,-3.0,3.0
38503,6.0,2.0,-4.0,4.0
38504,24.0,8.0,-16.0,16.0
38505,23.0,7.0,-16.0,16.0
38506,23.0,9.0,-14.0,14.0
38513,24.0,10.0,-14.0,14.0
38515,24.0,10.0,-14.0,14.0
38516,24.0,9.0,-15.0,15.0
38517,1.0,11.0,10.0,10.0
38518,1.0,10.0,9.0,9.0
38519,3.0,13.0,10.0,10.0
38520,3.0,12.0,9.0,9.0
38527,2.0,6.0,4.0,4.0
38529,3.0,11.0,8.0,8.0
38530,1.0,10.0,9.0,9.0
38531,23.0,8.0,-15.0,15.0
38532,24.0,9.0,-15.0,15.0
38533,24.0,7.0,-17.0,17.0
38535,5.0,12.0,7.0,7.0
38539,2.0,9.0,7.0,7.0
38540,1.0,12.0,11.0,11.0
38541,2.0,10.0,8.0,8.0
38542,22.0,8.0,-14.0,14.0
38545,12.0,8.0,-4.0,4.0
38548,22.0,4.0,-18.0,18.0
38549,22.0,8.0,-14.0,14.0
38552,23.0,7.0,-16.0,16.0
38553,24.0,7.0,-17.0,17.0
38557,23.0,8.0,-15.0,15.0
38558,1.0,8.0,7.0,7.0
38559,21.0,5.0,-16.0,16.0
38560,1.0,8.0,7.0,7.0
38561,23.0,7.0,-16.0,16.0
38562,2.0,9.0,7.0,7.0
38563,10.0,9.0,-1.0,1.0
38564,1.0,9.0,8.0,8.0
38568,1.0,5.0,4.0,4.0
38569,24.0,7.0,-17.0,17.0
38570,22.0,19.0,-3.0,3.0
38571,24.0,9.0,-15.0,15.0
38572,24.0,9.0,-15.0,15.0
38578,22.0,11.0,-11.0,11.0
38579,24.0,9.0,-15.0,15.0
38580,22.0,7.0,-15.0,15.0
38581,3.0,10.0,7.0,7.0
38582,1.0,8.0,7.0,7.0
38583,2.0,11.0,9.0,9.0
38587,1.0,11.0,10.0,10.0
38588,1.0,20.0,19.0,19.0
38589,22.0,8.0,-14.0,14.0
38590,1.0,9.0,8.0,8.0
38595,2.0,10.0,8.0,8.0
38596,2.0,11.0,9.0,9.0
38597,2.0,8.0,6.0,6.0
38598,3.0,11.0,8.0,8.0
38603,24.0,7.0,-17.0,17.0
38604,23.0,9.0,-14.0,14.0
38605,1.0,10.0,9.0,9.0
38606,2.0,7.0,5.0,5.0
38607,1.0,6.0,5.0,5.0
38612,23.0,8.0,-15.0,15.0
38613,24.0,6.0,-18.0,18.0
38614,24.0,9.0,-15.0,15.0
38615,23.0,12.0,-11.0,11.0
38616,1.0,9.0,8.0,8.0
38617,24.0,9.0,-15.0,15.0
38618,1.0,8.0,7.0,7.0
38619,24.0,19.0,-5.0,5.0
38620,24.0,10.0,-14.0,14.0
38621,4.0,10.0,6.0,6.0
38624,24.0,9.0,-15.0,15.0
38625,2.0,6.0,4.0,4.0
38630,11.0,9.0,-2.0,2.0
38631,23.0,10.0,-13.0,13.0
38632,1.0,9.0,8.0,8.0
38633,23.0,7.0,-16.0,16.0
38636,1.0,10.0,9.0,9.0
38637,22.0,5.0,-17.0,17.0
38638,22.0,9.0,-13.0,13.0
38639,23.0,9.0,-14.0,14.0
38642,24.0,11.0,-13.0,13.0
38643,1.0,7.0,6.0,6.0
38644,22.0,8.0,-14.0,14.0
38645,22.0,9.0,-13.0,13.0
38650,22.0,9.0,-13.0,13.0
38652,23.0,6.0,-17.0,17.0
38653,24.0,11.0,-13.0,13.0
38654,22.0,8.0,-14.0,14.0
38655,23.0,9.0,-14.0,14.0
38656,24.0,10.0,-14.0,14.0
38657,4.0,11.0,7.0,7.0
38658,1.0,10.0,9.0,9.0
38659,23.0,6.0,-17.0,17.0
38660,1.0,7.0,6.0,6.0
38663,24.0,9.0,-15.0,15.0
38664,1.0,9.0,8.0,8.0
38665,1.0,12.0,11.0,11.0
38666,1.0,10.0,9.0,9.0
38667,3.0,10.0,7.0,7.0
38668,3.0,10.0,7.0,7.0
38677,1.0,8.0,7.0,7.0
38678,23.0,8.0,-15.0,15.0
38680,12.0,10.0,-2.0,2.0
38681,23.0,10.0,-13.0,13.0
38682,23.0,8.0,-15.0,15.0
38683,22.0,11.0,-11.0,11.0
38684,3.0,9.0,6.0,6.0
38687,24.0,8.0,-16.0,16.0
38689,22.0,6.0,-16.0,16.0
38690,23.0,8.0,-15.0,15.0
38691,21.0,1.0,-20.0,20.0
38692,23.0,10.0,-13.0,13.0
38693,23.0,20.0,-3.0,3.0
38696,10.0,22.0,12.0,12.0
38697,3.0,15.0,12.0,12.0
38701,24.0,8.0,-16.0,16.0
38704,3.0,14.0,11.0,11.0
38706,23.0,10.0,-13.0,13.0
38707,3.0,8.0,5.0,5.0
38710,3.0,9.0,6.0,6.0
38713,1.0,10.0,9.0,9.0
38714,2.0,12.0,10.0,10.0
38716,23.0,6.0,-17.0,17.0
38718,22.0,5.0,-17.0,17.0
38724,1.0,8.0,7.0,7.0
38725,12.0,9.0,-3.0,3.0
38727,1.0,9.0,8.0,8.0
38730,24.0,10.0,-14.0,14.0
38731,24.0,8.0,-16.0,16.0
38732,24.0,10.0,-14.0,14.0
38733,24.0,9.0,-15.0,15.0
38734,24.0,7.0,-17.0,17.0
38735,1.0,8.0,7.0,7.0
38737,2.0,14.0,12.0,12.0
38740,3.0,8.0,5.0,5.0
38744,24.0,10.0,-14.0,14.0
38747,24.0,10.0,-14.0,14.0
38750,12.0,8.0,-4.0,4.0
38751,22.0,8.0,-14.0,14.0
38752,24.0,8.0,-16.0,16.0
38754,22.0,8.0,-14.0,14.0
38755,24.0,10.0,-14.0,14.0
38756,24.0,10.0,-14.0,14.0
38758,2.0,10.0,8.0,8.0
38763,24.0,8.0,-16.0,16.0
38764,1.0,10.0,9.0,9.0
38768,22.0,7.0,-15.0,15.0
38774,24.0,8.0,-16.0,16.0
38775,1.0,9.0,8.0,8.0
38777,1.0,8.0,7.0,7.0
38779,4.0,13.0,9.0,9.0
38780,24.0,10.0,-14.0,14.0
38781,3.0,14.0,11.0,11.0
38782,24.0,9.0,-15.0,15.0
38783,23.0,9.0,-14.0,14.0
38786,2.0,7.0,5.0,5.0
38788,1.0,10.0,9.0,9.0
38789,22.0,9.0,-13.0,13.0
38792,23.0,9.0,-14.0,14.0
38795,24.0,21.0,-3.0,3.0
38797,1.0,7.0,6.0,6.0
38798,22.0,7.0,-15.0,15.0
38802,23.0,9.0,-14.0,14.0
38803,23.0,8.0,-15.0,15.0
38804,22.0,8.0,-14.0,14.0
38805,2.0,9.0,7.0,7.0
38806,23.0,8.0,-15.0,15.0
38809,24.0,8.0,-16.0,16.0
38812,24.0,9.0,-15.0,15.0
38813,3.0,8.0,5.0,5.0
38816,3.0,9.0,6.0,6.0
38817,1.0,11.0,10.0,10.0
38820,1.0,6.0,5.0,5.0
38824,1.0,9.0,8.0,8.0
38825,3.0,10.0,7.0,7.0
38826,1.0,10.0,9.0,9.0
38827,24.0,9.0,-15.0,15.0
38829,24.0,8.0,-16.0,16.0
38832,23.0,10.0,-13.0,13.0
38834,2.0,7.0,5.0,5.0
38836,23.0,10.0,-13.0,13.0
38843,24.0,9.0,-15.0,15.0
38845,1.0,8.0,7.0,7.0
38847,24.0,9.0,-15.0,15.0
38848,24.0,8.0,-16.0,16.0
38851,6.0,13.0,7.0,7.0
38852,22.0,8.0,-14.0,14.0
38856,23.0,11.0,-12.0,12.0
38857,7.0,8.0,1.0,1.0
38859,1.0,11.0,10.0,10.0
38860,3.0,11.0,8.0,8.0
38862,24.0,9.0,-15.0,15.0
38863,23.0,9.0,-14.0,14.0
38864,22.0,10.0,-12.0,12.0
38865,23.0,9.0,-14.0,14.0
38866,23.0,9.0,-14.0,14.0
38867,24.0,10.0,-14.0,14.0
38868,24.0,10.0,-14.0,14.0
38869,24.0,8.0,-16.0,16.0
38870,24.0,10.0,-14.0,14.0
38871,1.0,10.0,9.0,9.0
38872,24.0,5.0,-19.0,19.0
38884,24.0,8.0,-16.0,16.0
38885,2.0,11.0,9.0,9.0
38886,23.0,9.0,-14.0,14.0
38887,1.0,12.0,11.0,11.0
38888,24.0,19.0,-5.0,5.0
38889,4.0,11.0,7.0,7.0
38890,1.0,10.0,9.0,9.0
38891,23.0,10.0,-13.0,13.0
38892,24.0,9.0,-15.0,15.0
38893,2.0,9.0,7.0,7.0
38902,4.0,21.0,17.0,17.0
38903,1.0,8.0,7.0,7.0
38906,2.0,12.0,10.0,10.0
38907,3.0,10.0,7.0,7.0
38909,4.0,12.0,8.0,8.0
38910,3.0,11.0,8.0,8.0
38911,12.0,10.0,-2.0,2.0
38915,13.0,8.0,-5.0,5.0
38916,3.0,9.0,6.0,6.0
38917,24.0,12.0,-12.0,12.0
38919,24.0,9.0,-15.0,15.0
38920,2.0,9.0,7.0,7.0
38924,23.0,8.0,-15.0,15.0
38925,1.0,11.0,10.0,10.0
38928,1.0,10.0,9.0,9.0
38929,2.0,6.0,4.0,4.0
38930,23.0,9.0,-14.0,14.0
39011,4.0,12.0,8.0,8.0
39012,23.0,8.0,-15.0,15.0
39013,11.0,10.0,-1.0,1.0
39014,1.0,9.0,8.0,8.0
39015,1.0,9.0,8.0,8.0
39016,1.0,20.0,19.0,19.0
39017,2.0,8.0,6.0,6.0
39018,24.0,9.0,-15.0,15.0
39019,23.0,9.0,-14.0,14.0
39020,24.0,7.0,-17.0,17.0
39021,2.0,10.0,8.0,8.0
39022,3.0,10.0,7.0,7.0
39023,23.0,8.0,-15.0,15.0
39024,1.0,9.0,8.0,8.0
39025,24.0,10.0,-14.0,14.0
39026,23.0,6.0,-17.0,17.0
