,M_SLP_HR_K,M_WK_HR_K,일어난 시각 - 잠에 든 시각,절대값
36226,3.0,12.0,9.0,9.0
36227,12.0,8.0,-4.0,4.0
36228,2.0,10.0,8.0,8.0
36231,24.0,7.0,-17.0,17.0
36232,22.0,20.0,-2.0,2.0
36237,23.0,8.0,-15.0,15.0
36238,23.0,7.0,-16.0,16.0
36239,22.0,7.0,-15.0,15.0
36246,3.0,11.0,8.0,8.0
36249,3.0,12.0,9.0,9.0
36251,1.0,10.0,9.0,9.0
36252,24.0,9.0,-15.0,15.0
36253,2.0,10.0,8.0,8.0
36255,2.0,9.0,7.0,7.0
36257,23.0,10.0,-13.0,13.0
36261,10.0,7.0,-3.0,3.0
36263,24.0,10.0,-14.0,14.0
36265,3.0,12.0,9.0,9.0
36266,20.0,5.0,-15.0,15.0
36267,3.0,8.0,5.0,5.0
36270,23.0,7.0,-16.0,16.0
36272,3.0,6.0,3.0,3.0
36274,12.0,9.0,-3.0,3.0
36277,1.0,14.0,13.0,13.0
36279,2.0,10.0,8.0,8.0
36280,3.0,11.0,8.0,8.0
36285,2.0,11.0,9.0,9.0
36286,3.0,9.0,6.0,6.0
36287,24.0,7.0,-17.0,17.0
36289,2.0,11.0,9.0,9.0
36290,24.0,9.0,-15.0,15.0
36294,3.0,10.0,7.0,7.0
36295,1.0,9.0,8.0,8.0
36296,1.0,8.0,7.0,7.0
36297,2.0,10.0,8.0,8.0
36299,4.0,11.0,7.0,7.0
36300,24.0,20.0,-4.0,4.0
36301,24.0,10.0,-14.0,14.0
36306,2.0,8.0,6.0,6.0
36307,2.0,7.0,5.0,5.0
36308,1.0,8.0,7.0,7.0
36309,24.0,9.0,-15.0,15.0
36317,1.0,8.0,7.0,7.0
36325,24.0,10.0,-14.0,14.0
36326,14.0,10.0,-4.0,4.0
36327,2.0,8.0,6.0,6.0
36328,24.0,11.0,-13.0,13.0
36329,24.0,8.0,-16.0,16.0
36330,24.0,8.0,-16.0,16.0
36331,24.0,10.0,-14.0,14.0
36332,23.0,7.0,-16.0,16.0
36333,23.0,7.0,-16.0,16.0
36334,1.0,8.0,7.0,7.0
36339,24.0,8.0,-16.0,16.0
36340,24.0,10.0,-14.0,14.0
36341,4.0,14.0,10.0,10.0
36342,23.0,7.0,-16.0,16.0
36344,8.0,14.0,6.0,6.0
36345,2.0,12.0,10.0,10.0
36346,23.0,9.0,-14.0,14.0
36349,1.0,8.0,7.0,7.0
36350,2.0,12.0,10.0,10.0
36355,1.0,11.0,10.0,10.0
36359,1.0,10.0,9.0,9.0
36360,24.0,10.0,-14.0,14.0
36361,2.0,9.0,7.0,7.0
36362,23.0,9.0,-14.0,14.0
36363,5.0,11.0,6.0,6.0
36364,5.0,13.0,8.0,8.0
36365,4.0,14.0,10.0,10.0
36373,24.0,9.0,-15.0,15.0
36374,3.0,14.0,11.0,11.0
36375,2.0,9.0,7.0,7.0
36376,24.0,13.0,-11.0,11.0
36377,24.0,10.0,-14.0,14.0
36378,24.0,8.0,-16.0,16.0
36379,3.0,10.0,7.0,7.0
36380,24.0,9.0,-15.0,15.0
36381,2.0,9.0,7.0,7.0
36382,24.0,11.0,-13.0,13.0
36389,24.0,8.0,-16.0,16.0
36394,22.0,6.0,-16.0,16.0
36395,24.0,5.0,-19.0,19.0
36398,4.0,10.0,6.0,6.0
36399,24.0,13.0,-11.0,11.0
36400,3.0,9.0,6.0,6.0
36401,22.0,8.0,-14.0,14.0
36403,1.0,8.0,7.0,7.0
36404,23.0,9.0,-14.0,14.0
36406,24.0,6.0,-18.0,18.0
36415,22.0,8.0,-14.0,14.0
36416,24.0,9.0,-15.0,15.0
36417,23.0,19.0,-4.0,4.0
36419,24.0,12.0,-12.0,12.0
36420,2.0,13.0,11.0,11.0
36422,24.0,9.0,-15.0,15.0
36423,9.0,9.0,0.0,0.0
36424,23.0,8.0,-15.0,15.0
36425,24.0,8.0,-16.0,16.0
36426,23.0,24.0,1.0,1.0
36430,24.0,8.0,-16.0,16.0
36431,1.0,10.0,9.0,9.0
36436,1.0,4.0,3.0,3.0
36437,2.0,9.0,7.0,7.0
36438,1.0,10.0,9.0,9.0
36439,22.0,4.0,-18.0,18.0
36444,2.0,9.0,7.0,7.0
36446,24.0,10.0,-14.0,14.0
36450,1.0,8.0,7.0,7.0
36451,2.0,8.0,6.0,6.0
36452,3.0,8.0,5.0,5.0
36453,4.0,10.0,6.0,6.0
36454,2.0,20.0,18.0,18.0
36455,1.0,7.0,6.0,6.0
36456,3.0,5.0,2.0,2.0
36457,24.0,10.0,-14.0,14.0
36458,23.0,10.0,-13.0,13.0
36461,24.0,20.0,-4.0,4.0
36462,23.0,10.0,-13.0,13.0
36465,3.0,11.0,8.0,8.0
36466,24.0,7.0,-17.0,17.0
36468,1.0,8.0,7.0,7.0
36471,24.0,11.0,-13.0,13.0
36472,24.0,8.0,-16.0,16.0
36474,23.0,10.0,-13.0,13.0
36475,23.0,9.0,-14.0,14.0
36476,23.0,8.0,-15.0,15.0
36480,23.0,9.0,-14.0,14.0
36484,1.0,10.0,9.0,9.0
36494,2.0,10.0,8.0,8.0
36495,2.0,13.0,11.0,11.0
36496,23.0,8.0,-15.0,15.0
36497,23.0,9.0,-14.0,14.0
36498,3.0,11.0,8.0,8.0
36499,23.0,9.0,-14.0,14.0
36500,24.0,8.0,-16.0,16.0
36501,14.0,8.0,-6.0,6.0
36502,23.0,7.0,-16.0,16.0
36503,23.0,6.0,-17.0,17.0
36504,1.0,8.0,7.0,7.0
36506,3.0,9.0,6.0,6.0
36511,2.0,5.0,3.0,3.0
36512,24.0,8.0,-16.0,16.0
36514,24.0,9.0,-15.0,15.0
36516,24.0,8.0,-16.0,16.0
36517,3.0,8.0,5.0,5.0
36521,5.0,14.0,9.0,9.0
36522,3.0,12.0,9.0,9.0
36523,2.0,10.0,8.0,8.0
36536,24.0,9.0,-15.0,15.0
36537,3.0,11.0,8.0,8.0
36538,23.0,7.0,-16.0,16.0
36539,24.0,10.0,-14.0,14.0
36540,24.0,9.0,-15.0,15.0
36541,24.0,10.0,-14.0,14.0
36542,1.0,10.0,9.0,9.0
36543,10.0,9.0,-1.0,1.0
36544,12.0,10.0,-2.0,2.0
36545,23.0,9.0,-14.0,14.0
36546,22.0,7.0,-15.0,15.0
36547,1.0,11.0,10.0,10.0
36551,23.0,20.0,-3.0,3.0
36552,1.0,13.0,12.0,12.0
36553,24.0,6.0,-18.0,18.0
36554,4.0,13.0,9.0,9.0
36555,24.0,9.0,-15.0,15.0
36556,23.0,8.0,-15.0,15.0
36557,2.0,7.0,5.0,5.0
36561,1.0,8.0,7.0,7.0
36562,1.0,10.0,9.0,9.0
36563,24.0,9.0,-15.0,15.0
36564,24.0,12.0,-12.0,12.0
36570,1.0,9.0,8.0,8.0
36571,23.0,9.0,-14.0,14.0
36572,1.0,10.0,9.0,9.0
36573,4.0,10.0,6.0,6.0
36574,3.0,9.0,6.0,6.0
36575,2.0,11.0,9.0,9.0
36576,24.0,9.0,-15.0,15.0
36577,22.0,8.0,-14.0,14.0
36578,24.0,8.0,-16.0,16.0
36579,23.0,8.0,-15.0,15.0
36580,24.0,3.0,-21.0,21.0
36581,1.0,6.0,5.0,5.0
36582,2.0,8.0,6.0,6.0
36596,2.0,7.0,5.0,5.0
36597,4.0,6.0,2.0,2.0
36598,24.0,9.0,-15.0,15.0
36599,24.0,11.0,-13.0,13.0
36600,12.0,9.0,-3.0,3.0
36601,1.0,9.0,8.0,8.0
36602,24.0,8.0,-16.0,16.0
36603,22.0,7.0,-15.0,15.0
36604,24.0,9.0,-15.0,15.0
36605,1.0,9.0,8.0,8.0
36606,2.0,9.0,7.0,7.0
36607,11.0,10.0,-1.0,1.0
36608,23.0,6.0,-17.0,17.0
36609,24.0,9.0,-15.0,15.0
36610,24.0,8.0,-16.0,16.0
36611,1.0,9.0,8.0,8.0
36612,1.0,9.0,8.0,8.0
36613,24.0,7.0,-17.0,17.0
36614,23.0,8.0,-15.0,15.0
36615,2.0,10.0,8.0,8.0
36616,23.0,10.0,-13.0,13.0
36617,1.0,10.0,9.0,9.0
36618,13.0,9.0,-4.0,4.0
36619,2.0,11.0,9.0,9.0
36620,1.0,10.0,9.0,9.0
36621,1.0,10.0,9.0,9.0
36622,1.0,9.0,8.0,8.0
36623,1.0,10.0,9.0,9.0
36624,24.0,9.0,-15.0,15.0
36625,2.0,10.0,8.0,8.0
36626,22.0,8.0,-14.0,14.0
36627,2.0,11.0,9.0,9.0
36628,1.0,14.0,13.0,13.0
36629,1.0,7.0,6.0,6.0
36630,24.0,9.0,-15.0,15.0
36631,23.0,10.0,-13.0,13.0
36632,24.0,9.0,-15.0,15.0
36633,24.0,9.0,-15.0,15.0
36634,23.0,8.0,-15.0,15.0
36635,23.0,10.0,-13.0,13.0
36636,2.0,6.0,4.0,4.0
36637,24.0,7.0,-17.0,17.0
36638,1.0,11.0,10.0,10.0
36639,2.0,8.0,6.0,6.0
36640,13.0,13.0,0.0,0.0
36641,1.0,10.0,9.0,9.0
36642,2.0,9.0,7.0,7.0
36643,2.0,12.0,10.0,10.0
36644,24.0,9.0,-15.0,15.0
36645,23.0,5.0,-18.0,18.0
36646,1.0,8.0,7.0,7.0
36647,2.0,10.0,8.0,8.0
36648,24.0,8.0,-16.0,16.0
36649,2.0,14.0,12.0,12.0
36650,3.0,6.0,3.0,3.0
36651,1.0,11.0,10.0,10.0
36652,4.0,14.0,10.0,10.0
36653,1.0,9.0,8.0,8.0
36655,1.0,10.0,9.0,9.0
36656,12.0,11.0,-1.0,1.0
36657,3.0,8.0,5.0,5.0
36659,2.0,7.0,5.0,5.0
36660,24.0,7.0,-17.0,17.0
36662,1.0,9.0,8.0,8.0
36663,24.0,9.0,-15.0,15.0
36664,24.0,10.0,-14.0,14.0
36666,24.0,8.0,-16.0,16.0
36668,1.0,10.0,9.0,9.0
36670,22.0,6.0,-16.0,16.0
36671,22.0,8.0,-14.0,14.0
36673,3.0,12.0,9.0,9.0
36675,23.0,10.0,-13.0,13.0
36676,24.0,7.0,-17.0,17.0
36678,24.0,12.0,-12.0,12.0
36680,3.0,9.0,6.0,6.0
36682,4.0,9.0,5.0,5.0
36685,2.0,11.0,9.0,9.0
36686,23.0,9.0,-14.0,14.0
36690,24.0,9.0,-15.0,15.0
36691,24.0,7.0,-17.0,17.0
36692,1.0,9.0,8.0,8.0
36696,23.0,10.0,-13.0,13.0
36697,1.0,8.0,7.0,7.0
36699,1.0,9.0,8.0,8.0
36700,24.0,9.0,-15.0,15.0
36701,1.0,8.0,7.0,7.0
36702,1.0,7.0,6.0,6.0
36703,24.0,10.0,-14.0,14.0
36711,2.0,12.0,10.0,10.0
36712,2.0,11.0,9.0,9.0
36713,23.0,8.0,-15.0,15.0
36714,23.0,8.0,-15.0,15.0
36715,2.0,8.0,6.0,6.0
36717,3.0,11.0,8.0,8.0
36718,12.0,19.0,7.0,7.0
36719,24.0,10.0,-14.0,14.0
36720,24.0,9.0,-15.0,15.0
36721,2.0,10.0,8.0,8.0
36722,22.0,5.0,-17.0,17.0
36723,2.0,9.0,7.0,7.0
36724,22.0,8.0,-14.0,14.0
36725,1.0,9.0,8.0,8.0
36726,14.0,11.0,-3.0,3.0
36727,23.0,7.0,-16.0,16.0
36728,6.0,19.0,13.0,13.0
36729,24.0,7.0,-17.0,17.0
36730,12.0,9.0,-3.0,3.0
36731,23.0,8.0,-15.0,15.0
36732,1.0,9.0,8.0,8.0
36733,24.0,9.0,-15.0,15.0
36734,1.0,8.0,7.0,7.0
36735,12.0,6.0,-6.0,6.0
36736,12.0,9.0,-3.0,3.0
36737,24.0,8.0,-16.0,16.0
36738,23.0,8.0,-15.0,15.0
36789,23.0,7.0,-16.0,16.0
36790,1.0,10.0,9.0,9.0
36797,22.0,8.0,-14.0,14.0
36798,24.0,8.0,-16.0,16.0
36799,22.0,18.0,-4.0,4.0
36800,24.0,9.0,-15.0,15.0
36805,2.0,18.0,16.0,16.0
36806,23.0,9.0,-14.0,14.0
36807,22.0,18.0,-4.0,4.0
36808,24.0,6.0,-18.0,18.0
36809,12.0,22.0,10.0,10.0
36810,3.0,9.0,6.0,6.0
36813,3.0,9.0,6.0,6.0
36814,23.0,7.0,-16.0,16.0
36815,22.0,10.0,-12.0,12.0
36816,22.0,6.0,-16.0,16.0
36817,24.0,8.0,-16.0,16.0
36818,24.0,11.0,-13.0,13.0
36819,24.0,8.0,-16.0,16.0
36821,23.0,9.0,-14.0,14.0
36822,24.0,11.0,-13.0,13.0
36823,1.0,7.0,6.0,6.0
36824,22.0,9.0,-13.0,13.0
36825,24.0,9.0,-15.0,15.0
36826,1.0,7.0,6.0,6.0
36827,22.0,11.0,-11.0,11.0
36828,2.0,10.0,8.0,8.0
36842,1.0,8.0,7.0,7.0
36843,1.0,9.0,8.0,8.0
36844,2.0,13.0,11.0,11.0
36845,23.0,9.0,-14.0,14.0
36846,1.0,11.0,10.0,10.0
36847,22.0,7.0,-15.0,15.0
36848,23.0,12.0,-11.0,11.0
36849,24.0,7.0,-17.0,17.0
36851,22.0,6.0,-16.0,16.0
36853,3.0,8.0,5.0,5.0
36854,4.0,15.0,11.0,11.0
36862,1.0,9.0,8.0,8.0
36863,24.0,8.0,-16.0,16.0
36864,23.0,7.0,-16.0,16.0
36865,21.0,6.0,-15.0,15.0
36866,23.0,8.0,-15.0,15.0
36871,23.0,8.0,-15.0,15.0
36872,24.0,9.0,-15.0,15.0
36873,23.0,11.0,-12.0,12.0
36874,24.0,7.0,-17.0,17.0
36875,22.0,9.0,-13.0,13.0
36876,1.0,10.0,9.0,9.0
36877,1.0,5.0,4.0,4.0
36879,23.0,6.0,-17.0,17.0
36880,24.0,8.0,-16.0,16.0
36881,1.0,9.0,8.0,8.0
36882,1.0,8.0,7.0,7.0
36883,1.0,13.0,12.0,12.0
36886,11.0,8.0,-3.0,3.0
36887,1.0,10.0,9.0,9.0
36888,3.0,9.0,6.0,6.0
36889,24.0,9.0,-15.0,15.0
36890,2.0,8.0,6.0,6.0
36894,3.0,21.0,18.0,18.0
36895,2.0,11.0,9.0,9.0
36896,6.0,5.0,-1.0,1.0
36897,13.0,8.0,-5.0,5.0
36898,1.0,6.0,5.0,5.0
36899,2.0,11.0,9.0,9.0
36900,2.0,9.0,7.0,7.0
36901,12.0,9.0,-3.0,3.0
36902,22.0,7.0,-15.0,15.0
36908,23.0,8.0,-15.0,15.0
36909,22.0,9.0,-13.0,13.0
36913,2.0,8.0,6.0,6.0
36914,2.0,10.0,8.0,8.0
36920,1.0,10.0,9.0,9.0
36921,24.0,9.0,-15.0,15.0
36922,4.0,12.0,8.0,8.0
36923,12.0,7.0,-5.0,5.0
36924,1.0,11.0,10.0,10.0
36925,11.0,7.0,-4.0,4.0
36926,3.0,8.0,5.0,5.0
36927,24.0,7.0,-17.0,17.0
36928,2.0,11.0,9.0,9.0
36929,23.0,8.0,-15.0,15.0
36931,24.0,8.0,-16.0,16.0
36932,2.0,12.0,10.0,10.0
37146,3.0,10.0,7.0,7.0
37147,2.0,10.0,8.0,8.0
37148,1.0,11.0,10.0,10.0
37149,23.0,9.0,-14.0,14.0
37150,1.0,8.0,7.0,7.0
37152,23.0,12.0,-11.0,11.0
37154,4.0,8.0,4.0,4.0
37158,3.0,10.0,7.0,7.0
37159,23.0,18.0,-5.0,5.0
37162,24.0,9.0,-15.0,15.0
37165,22.0,9.0,-13.0,13.0
37166,23.0,9.0,-14.0,14.0
37168,1.0,9.0,8.0,8.0
37172,2.0,7.0,5.0,5.0
37174,23.0,8.0,-15.0,15.0
37177,2.0,7.0,5.0,5.0
37180,23.0,20.0,-3.0,3.0
37181,1.0,8.0,7.0,7.0
37182,1.0,9.0,8.0,8.0
37183,24.0,10.0,-14.0,14.0
37187,1.0,10.0,9.0,9.0
37189,22.0,18.0,-4.0,4.0
37190,24.0,9.0,-15.0,15.0
37191,24.0,10.0,-14.0,14.0
37192,2.0,9.0,7.0,7.0
37193,3.0,8.0,5.0,5.0
37199,23.0,7.0,-16.0,16.0
37200,23.0,9.0,-14.0,14.0
37202,2.0,10.0,8.0,8.0
37203,12.0,9.0,-3.0,3.0
37207,1.0,11.0,10.0,10.0
37208,24.0,9.0,-15.0,15.0
37210,24.0,8.0,-16.0,16.0
37212,24.0,8.0,-16.0,16.0
37213,24.0,9.0,-15.0,15.0
37216,24.0,10.0,-14.0,14.0
37217,24.0,9.0,-15.0,15.0
37218,12.0,10.0,-2.0,2.0
37219,23.0,9.0,-14.0,14.0
37220,24.0,8.0,-16.0,16.0
37221,1.0,8.0,7.0,7.0
37222,23.0,8.0,-15.0,15.0
37223,4.0,9.0,5.0,5.0
37224,1.0,8.0,7.0,7.0
37225,1.0,8.0,7.0,7.0
37226,1.0,8.0,7.0,7.0
37227,2.0,10.0,8.0,8.0
37228,2.0,18.0,16.0,16.0
37229,23.0,8.0,-15.0,15.0
37230,24.0,10.0,-14.0,14.0
37231,23.0,8.0,-15.0,15.0
37232,23.0,8.0,-15.0,15.0
37233,1.0,7.0,6.0,6.0
37234,24.0,9.0,-15.0,15.0
37235,24.0,8.0,-16.0,16.0
37236,12.0,9.0,-3.0,3.0
37237,23.0,8.0,-15.0,15.0
37238,6.0,16.0,10.0,10.0
37239,24.0,8.0,-16.0,16.0
37240,1.0,20.0,19.0,19.0
37241,24.0,8.0,-16.0,16.0
37242,23.0,6.0,-17.0,17.0
37243,24.0,8.0,-16.0,16.0
37244,2.0,7.0,5.0,5.0
37245,23.0,9.0,-14.0,14.0
37246,10.0,8.0,-2.0,2.0
37247,1.0,8.0,7.0,7.0
37248,23.0,7.0,-16.0,16.0
37249,24.0,10.0,-14.0,14.0
37250,24.0,7.0,-17.0,17.0
37251,1.0,10.0,9.0,9.0
37252,24.0,10.0,-14.0,14.0
37253,24.0,10.0,-14.0,14.0
37254,23.0,8.0,-15.0,15.0
37255,24.0,10.0,-14.0,14.0
37256,4.0,8.0,4.0,4.0
37257,3.0,10.0,7.0,7.0
37258,1.0,8.0,7.0,7.0
37259,23.0,20.0,-3.0,3.0
37260,2.0,11.0,9.0,9.0
37261,2.0,22.0,20.0,20.0
37262,1.0,20.0,19.0,19.0
37263,24.0,10.0,-14.0,14.0
37264,24.0,10.0,-14.0,14.0
37265,2.0,9.0,7.0,7.0
37266,1.0,11.0,10.0,10.0
37267,24.0,9.0,-15.0,15.0
37268,23.0,8.0,-15.0,15.0
37269,24.0,6.0,-18.0,18.0
37270,24.0,9.0,-15.0,15.0
37271,1.0,7.0,6.0,6.0
37272,2.0,9.0,7.0,7.0
37273,3.0,1.0,-2.0,2.0
37274,24.0,9.0,-15.0,15.0
37275,1.0,8.0,7.0,7.0
37276,2.0,6.0,4.0,4.0
37277,13.0,9.0,-4.0,4.0
37278,2.0,10.0,8.0,8.0
37279,23.0,10.0,-13.0,13.0
37280,11.0,8.0,-3.0,3.0
37281,22.0,7.0,-15.0,15.0
37282,22.0,8.0,-14.0,14.0
37283,24.0,6.0,-18.0,18.0
37284,2.0,10.0,8.0,8.0
37285,1.0,8.0,7.0,7.0
37286,23.0,9.0,-14.0,14.0
37287,2.0,9.0,7.0,7.0
37288,24.0,8.0,-16.0,16.0
37289,24.0,7.0,-17.0,17.0
37290,5.0,9.0,4.0,4.0
37291,3.0,13.0,10.0,10.0
37292,1.0,9.0,8.0,8.0
37293,24.0,8.0,-16.0,16.0
37294,24.0,8.0,-16.0,16.0
37301,22.0,17.0,-5.0,5.0
37302,1.0,8.0,7.0,7.0
37303,3.0,12.0,9.0,9.0
37304,23.0,8.0,-15.0,15.0
37305,23.0,9.0,-14.0,14.0
37306,24.0,9.0,-15.0,15.0
37307,23.0,7.0,-16.0,16.0
37314,24.0,11.0,-13.0,13.0
37315,10.0,8.0,-2.0,2.0
37316,21.0,11.0,-10.0,10.0
37317,23.0,8.0,-15.0,15.0
37318,13.0,22.0,9.0,9.0
37320,2.0,9.0,7.0,7.0
37321,23.0,10.0,-13.0,13.0
37322,24.0,20.0,-4.0,4.0
37323,11.0,9.0,-2.0,2.0
37324,12.0,7.0,-5.0,5.0
37325,1.0,7.0,6.0,6.0
37326,12.0,8.0,-4.0,4.0
37327,24.0,10.0,-14.0,14.0
37328,24.0,10.0,-14.0,14.0
37329,1.0,10.0,9.0,9.0
37330,2.0,13.0,11.0,11.0
37331,2.0,11.0,9.0,9.0
37332,3.0,6.0,3.0,3.0
37333,2.0,10.0,8.0,8.0
37334,24.0,11.0,-13.0,13.0
37335,23.0,9.0,-14.0,14.0
37336,2.0,10.0,8.0,8.0
37338,11.0,6.0,-5.0,5.0
37339,24.0,8.0,-16.0,16.0
37341,23.0,10.0,-13.0,13.0
37352,3.0,13.0,10.0,10.0
37358,1.0,9.0,8.0,8.0
37360,1.0,12.0,11.0,11.0
37361,2.0,5.0,3.0,3.0
37362,2.0,10.0,8.0,8.0
37363,24.0,10.0,-14.0,14.0
37364,1.0,8.0,7.0,7.0
37367,2.0,10.0,8.0,8.0
37368,24.0,8.0,-16.0,16.0
37370,24.0,7.0,-17.0,17.0
37371,2.0,10.0,8.0,8.0
37372,1.0,8.0,7.0,7.0
37373,2.0,10.0,8.0,8.0
37374,3.0,10.0,7.0,7.0
37375,3.0,9.0,6.0,6.0
37376,24.0,8.0,-16.0,16.0
37377,24.0,20.0,-4.0,4.0
37378,24.0,8.0,-16.0,16.0
37379,23.0,7.0,-16.0,16.0
37380,2.0,11.0,9.0,9.0
37381,24.0,8.0,-16.0,16.0
37382,12.0,6.0,-6.0,6.0
37383,23.0,9.0,-14.0,14.0
37384,23.0,9.0,-14.0,14.0
37385,11.0,8.0,-3.0,3.0
37386,11.0,8.0,-3.0,3.0
37387,24.0,8.0,-16.0,16.0
37388,22.0,13.0,-9.0,9.0
37389,24.0,9.0,-15.0,15.0
37390,1.0,11.0,10.0,10.0
37391,23.0,9.0,-14.0,14.0
37392,23.0,9.0,-14.0,14.0
37393,2.0,11.0,9.0,9.0
37394,22.0,6.0,-16.0,16.0
37395,1.0,8.0,7.0,7.0
37396,2.0,7.0,5.0,5.0
37397,24.0,9.0,-15.0,15.0
37398,9.0,18.0,9.0,9.0
37399,5.0,12.0,7.0,7.0
37400,2.0,10.0,8.0,8.0
37401,3.0,7.0,4.0,4.0
37402,22.0,6.0,-16.0,16.0
37403,24.0,9.0,-15.0,15.0
37404,2.0,12.0,10.0,10.0
37405,2.0,8.0,6.0,6.0
37406,23.0,8.0,-15.0,15.0
37407,24.0,5.0,-19.0,19.0
37408,2.0,9.0,7.0,7.0
37409,1.0,10.0,9.0,9.0
37410,22.0,7.0,-15.0,15.0
37411,24.0,12.0,-12.0,12.0
37412,23.0,9.0,-14.0,14.0
37413,24.0,15.0,-9.0,9.0
37414,12.0,16.0,4.0,4.0
37415,18.0,18.0,0.0,0.0
37416,2.0,6.0,4.0,4.0
37417,2.0,10.0,8.0,8.0
37418,5.0,17.0,12.0,12.0
37419,23.0,8.0,-15.0,15.0
37420,24.0,8.0,-16.0,16.0
37421,24.0,7.0,-17.0,17.0
37422,24.0,19.0,-5.0,5.0
37423,3.0,13.0,10.0,10.0
37424,23.0,8.0,-15.0,15.0
37425,24.0,10.0,-14.0,14.0
37426,2.0,12.0,10.0,10.0
37427,2.0,11.0,9.0,9.0
37428,2.0,10.0,8.0,8.0
37429,23.0,7.0,-16.0,16.0
37430,22.0,9.0,-13.0,13.0
37431,3.0,14.0,11.0,11.0
37432,23.0,7.0,-16.0,16.0
37433,24.0,7.0,-17.0,17.0
37434,24.0,10.0,-14.0,14.0
37435,2.0,13.0,11.0,11.0
37436,22.0,7.0,-15.0,15.0
37441,1.0,11.0,10.0,10.0
37442,24.0,9.0,-15.0,15.0
37443,24.0,8.0,-16.0,16.0
37444,1.0,10.0,9.0,9.0
37445,24.0,5.0,-19.0,19.0
37446,24.0,10.0,-14.0,14.0
37447,12.0,8.0,-4.0,4.0
37448,24.0,9.0,-15.0,15.0
37449,1.0,9.0,8.0,8.0
37450,2.0,10.0,8.0,8.0
37458,1.0,10.0,9.0,9.0
37460,12.0,10.0,-2.0,2.0
37461,16.0,7.0,-9.0,9.0
37465,3.0,9.0,6.0,6.0
37466,1.0,11.0,10.0,10.0
37467,2.0,8.0,6.0,6.0
37468,24.0,7.0,-17.0,17.0
37473,3.0,10.0,7.0,7.0
37474,24.0,7.0,-17.0,17.0
37475,23.0,7.0,-16.0,16.0
37476,1.0,9.0,8.0,8.0
37478,2.0,9.0,7.0,7.0
37479,21.0,10.0,-11.0,11.0
37480,12.0,8.0,-4.0,4.0
37481,3.0,9.0,6.0,6.0
37482,1.0,8.0,7.0,7.0
37491,1.0,6.0,5.0,5.0
37492,3.0,9.0,6.0,6.0
37493,23.0,9.0,-14.0,14.0
37497,2.0,9.0,7.0,7.0
37498,1.0,11.0,10.0,10.0
37499,23.0,9.0,-14.0,14.0
37500,11.0,5.0,-6.0,6.0
37501,24.0,13.0,-11.0,11.0
37503,2.0,10.0,8.0,8.0
37504,24.0,8.0,-16.0,16.0
37511,2.0,9.0,7.0,7.0
37514,1.0,8.0,7.0,7.0
37517,24.0,7.0,-17.0,17.0
37518,24.0,10.0,-14.0,14.0
37519,2.0,11.0,9.0,9.0
37520,23.0,8.0,-15.0,15.0
37527,24.0,12.0,-12.0,12.0
37528,13.0,8.0,-5.0,5.0
37529,2.0,7.0,5.0,5.0
37533,24.0,10.0,-14.0,14.0
37535,23.0,7.0,-16.0,16.0
37537,23.0,10.0,-13.0,13.0
37538,24.0,8.0,-16.0,16.0
37539,23.0,7.0,-16.0,16.0
37540,24.0,4.0,-20.0,20.0
37541,1.0,9.0,8.0,8.0
37542,23.0,8.0,-15.0,15.0
37543,2.0,10.0,8.0,8.0
37545,24.0,6.0,-18.0,18.0
37550,1.0,7.0,6.0,6.0
37551,24.0,11.0,-13.0,13.0
37553,3.0,10.0,7.0,7.0
37555,24.0,7.0,-17.0,17.0
37556,4.0,14.0,10.0,10.0
37558,24.0,8.0,-16.0,16.0
37559,2.0,10.0,8.0,8.0
37563,21.0,7.0,-14.0,14.0
37564,2.0,9.0,7.0,7.0
37565,4.0,10.0,6.0,6.0
37569,2.0,12.0,10.0,10.0
37570,12.0,7.0,-5.0,5.0
37571,2.0,10.0,8.0,8.0
37574,2.0,10.0,8.0,8.0
37580,1.0,7.0,6.0,6.0
37581,2.0,12.0,10.0,10.0
37582,23.0,10.0,-13.0,13.0
37595,23.0,8.0,-15.0,15.0
37596,23.0,8.0,-15.0,15.0
37597,24.0,10.0,-14.0,14.0
37598,1.0,10.0,9.0,9.0
37599,2.0,10.0,8.0,8.0
37600,24.0,8.0,-16.0,16.0
37601,24.0,21.0,-3.0,3.0
37602,24.0,10.0,-14.0,14.0
37603,3.0,10.0,7.0,7.0
37604,23.0,10.0,-13.0,13.0
37605,22.0,8.0,-14.0,14.0
37606,1.0,8.0,7.0,7.0
37607,2.0,11.0,9.0,9.0
37608,23.0,10.0,-13.0,13.0
37609,1.0,7.0,6.0,6.0
37611,23.0,9.0,-14.0,14.0
37612,13.0,8.0,-5.0,5.0
37613,1.0,9.0,8.0,8.0
37614,23.0,6.0,-17.0,17.0
37615,12.0,10.0,-2.0,2.0
37616,24.0,9.0,-15.0,15.0
37617,23.0,7.0,-16.0,16.0
37618,24.0,9.0,-15.0,15.0
37619,1.0,11.0,10.0,10.0
37620,1.0,11.0,10.0,10.0
37621,24.0,10.0,-14.0,14.0
37622,1.0,8.0,7.0,7.0
37623,1.0,10.0,9.0,9.0
37624,2.0,6.0,4.0,4.0
37652,2.0,10.0,8.0,8.0
37653,1.0,10.0,9.0,9.0
37654,23.0,9.0,-14.0,14.0
37655,5.0,12.0,7.0,7.0
37656,2.0,14.0,12.0,12.0
37657,2.0,11.0,9.0,9.0
