Factors,BMI_0,Rank_BMI_0,BMI_1,Rank_BMI_1,cosine difference
O_BR_S_4,0.8325068950653076,25,0.7673239707946777,27,0.06518292427062988
O_DC_FQ_1,0.7662819027900696,57,0.7811307907104492,20,0.014848887920379639
O_DC_FQ_2,0.8403897285461426,22,0.7879998683929443,11,0.05238986015319824
O_DC_FQ_3,0.8029772043228149,42,0.7269396185874939,49,0.07603758573532104
O_DC_FQ_4,0.7437631487846375,75,0.6340014934539795,121,0.10976165533065796
O_DC_FQ_5,0.7228573560714722,83,0.6000022888183594,154,0.12285506725311279
O_EDU_1,0.6869626641273499,115,0.6824776530265808,74,0.004485011100769043
O_EDU_2,0.6726790070533752,124,0.5721034407615662,182,0.10057556629180908
O_OCP1_1,0.7016404867172241,101,0.6543158888816833,93,0.04732459783554077
O_OCP1_9999,0.8592506647109985,11,0.7784336805343628,22,0.08081698417663574
O_OCP2_2,0.7514917850494385,67,0.6897889375686646,69,0.061702847480773926
O_OCP2_9999,0.8723844885826111,5,0.7844974994659424,14,0.0878869891166687
O_OCP3_3,0.6671909689903259,129,0.6704949140548706,80,0.0033039450645446777
O_OCP3_9999,0.83390212059021,23,0.7590790390968323,35,0.07482308149337769
O_OCP4_4,0.7382921576499939,76,0.6703684329986572,81,0.06792372465133667
O_OCP4_9999,0.8569235801696777,12,0.784600555896759,13,0.0723230242729187
O_OCP5_5,0.7574339509010315,65,0.6313599348068237,124,0.12607401609420776
O_OCP5_9999,0.6687015295028687,127,0.6020822525024414,151,0.06661927700042725
O_SCL_1,0.8477630615234375,18,0.7826326489448547,17,0.06513041257858276
O_SCL_2,0.7558044791221619,66,0.6462558507919312,105,0.10954862833023071
O_SLNT_1,0.814869225025177,36,0.7652720808982849,28,0.04959714412689209
O_SLNT_2,0.7490843534469604,69,0.6476907730102539,100,0.10139358043670654
O_SYMP1_0,0.8594187498092651,10,0.8080477118492126,4,0.05137103796005249
O_SYMP1_1,0.6213715076446533,158,0.5219994187355042,252,0.09937208890914917
O_SYMP1_1_0,0.8210559487342834,33,0.7955011129379272,6,0.0255548357963562
O_SYMP1_1_1,0.6028860211372375,170,0.5027643442153931,277,0.10012167692184448
O_SYMP1_1_2,0.5463770031929016,229,0.4585334062576294,379,0.08784359693527222
O_SYMP2_0,0.8861695528030396,3,0.7522714138031006,37,0.13389813899993896
O_SYMP2_1,0.8011465072631836,43,0.7461496591567993,40,0.05499684810638428
O_SYMP3_0,0.8665289282798767,7,0.7947462797164917,8,0.07178264856338501
O_SYMP3_1,0.6413358449935913,146,0.6327247619628906,122,0.008611083030700684
O_SYMP4_0,0.8968096375465393,1,0.8025200366973877,5,0.09428960084915161
O_SYMP4_1,0.7050395011901855,97,0.6841925382614136,73,0.020846962928771973
O_SYMP5_0,0.8917927145957947,2,0.814892053604126,2,0.0769006609916687
O_SYMP5_1,0.5992867946624756,172,0.5895741581916809,162,0.009712636470794678
O_SYMP6_0,0.705180287361145,96,0.666069746017456,83,0.039110541343688965
O_SYMP6_1,0.5651251077651978,204,0.6455106735229492,106,0.08038556575775146
PA_MSC_1,0.4500085711479187,430,0.4420306384563446,416,0.007977932691574097
PA_MSC_2,0.486061155796051,359,0.47903305292129517,328,0.007028102874755859
PA_MSC_3,0.5065181851387024,317,0.4955032765865326,287,0.0110149085521698
PA_MSC_4,0.4923144578933716,340,0.4316002130508423,439,0.0607142448425293
PA_MSC_5,0.523402214050293,275,0.4432362914085388,411,0.08016592264175415
PA_MSC_6,0.4353179335594177,470,0.37454652786254883,552,0.060771405696868896
PA_PE_FQ_1,0.5103797912597656,310,0.5189647674560547,256,0.008584976196289062
PA_PE_FQ_2,0.5236506462097168,274,0.5608217716217041,192,0.037171125411987305
PA_PE_FQ_3,0.5319823622703552,257,0.5301501154899597,230,0.0018322467803955078
PA_PE_FQ_4,0.49467232823371887,336,0.44804471731185913,403,0.04662761092185974
PA_ST_1,0.4902465343475342,346,0.5243812203407288,244,0.03413468599319458
PA_ST_2,0.5026431083679199,321,0.4780324399471283,329,0.024610668420791626
PA_ST_3,0.5182898044586182,285,0.47595471143722534,339,0.04233509302139282
PA_ST_4,0.6258326172828674,155,0.5259835124015808,241,0.09984910488128662
PA_ST_5,0.6322591304779053,152,0.48095205426216125,321,0.15130707621574402
PA_SWD_N_0,0.48598840832710266,360,0.44065967202186584,418,0.045328736305236816
PA_SWD_N_1,0.5195167064666748,283,0.4420435428619385,415,0.07747316360473633
PA_SWD_N_2,0.5185916423797607,284,0.47260987758636475,346,0.045981764793395996
PA_SWD_N_3,0.49283093214035034,339,0.48062989115715027,324,0.012201040983200073
PA_SWD_N_4,0.5072300434112549,315,0.512627363204956,268,0.005397319793701172
PA_SWD_N_5,0.510474443435669,309,0.49297159910202026,294,0.01750284433364868
PA_SWD_N_6,0.5668856501579285,201,0.5679223537445068,184,0.0010367035865783691
PA_SWD_N_7,0.4777435064315796,374,0.48964470624923706,301,0.01190119981765747
PA_SWD_S_0,0.47913220524787903,373,0.4622175693511963,371,0.01691463589668274
PA_SWD_S_1,0.527082085609436,268,0.47088703513145447,348,0.05619505047798157
PA_SWD_S_10,0.5275896191596985,267,0.5145789384841919,264,0.013010680675506592
PA_SWD_S_11,0.557098388671875,215,0.5481103658676147,208,0.008988022804260254
PA_SWD_S_12,0.5296794176101685,263,0.5265105962753296,240,0.003168821334838867
PA_SWD_S_13,0.5353628993034363,247,0.5317478179931641,228,0.003615081310272217
PA_SWD_S_14,0.5226564407348633,280,0.5351317524909973,224,0.012475311756134033
PA_SWD_S_2,0.5366905331611633,243,0.48541754484176636,311,0.05127298831939697
PA_SWD_S_3,0.5605925917625427,212,0.4882817268371582,304,0.07231086492538452
PA_SWD_S_4,0.5476290583610535,227,0.5009235143661499,279,0.046705543994903564
PA_SWD_S_5,0.5482940673828125,225,0.5225334167480469,250,0.025760650634765625
PA_SWD_S_6,0.5572915077209473,214,0.5148960947990417,263,0.04239541292190552
PA_SWD_S_7,0.5381175875663757,240,0.5140628814697266,266,0.02405470609664917
PA_SWD_S_8,0.5361363887786865,244,0.517721951007843,258,0.018414437770843506
PA_SWD_S_9,0.5538270473480225,220,0.5299071669578552,232,0.023919880390167236
PA_SWK_N_0,0.4818583130836487,369,0.45814868807792664,381,0.023709625005722046
PA_SWK_N_1,0.5169427394866943,290,0.4578564763069153,382,0.05908626317977905
PA_SWK_N_10,0.5422663688659668,235,0.5654621720314026,185,0.02319580316543579
PA_SWK_N_11,0.5930909514427185,178,0.5975024104118347,156,0.004411458969116211
PA_SWK_N_12,0.4800240993499756,372,0.5418059825897217,213,0.061781883239746094
PA_SWK_N_2,0.5251627564430237,271,0.46514949202537537,362,0.060013264417648315
PA_SWK_N_3,0.5332530736923218,253,0.4897632598876953,300,0.043489813804626465
PA_SWK_N_4,0.5327314734458923,255,0.4987385869026184,282,0.033992886543273926
PA_SWK_N_5,0.5266743898391724,269,0.5188577175140381,257,0.007816672325134277
PA_SWK_N_6,0.5352036356925964,249,0.5509114265441895,204,0.015707790851593018
PA_SWK_N_7,0.566129207611084,202,0.5564794540405273,197,0.00964975357055664
PA_SWK_N_8,0.5480332970619202,226,0.5737703442573547,180,0.02573704719543457
PA_SWK_N_9,0.5459120273590088,230,0.5901357531547546,159,0.04422372579574585
PA_SWK_S_0,0.4661804139614105,394,0.43014055490493774,443,0.03603985905647278
PA_SWK_S_1,0.535754382610321,246,0.4740341305732727,344,0.06172025203704834
PA_SWK_S_10,0.5154572129249573,295,0.5272405743598938,239,0.011783361434936523
PA_SWK_S_11,0.4624576270580292,404,0.4746711850166321,342,0.012213557958602905
PA_SWK_S_2,0.5321652293205261,256,0.4861809015274048,309,0.04598432779312134
PA_SWK_S_3,0.5377689599990845,241,0.5103788375854492,271,0.027390122413635254
PA_SWK_S_4,0.5606026649475098,211,0.5057225227355957,275,0.05488014221191406
PA_SWK_S_5,0.5657163262367249,203,0.5166937112808228,260,0.0490226149559021
PA_SWK_S_6,0.5556442141532898,217,0.5417627096176147,214,0.013881504535675049
PA_SWK_S_7,0.5539051294326782,219,0.5088059306144714,272,0.04509919881820679
PA_SWK_S_8,0.5250629782676697,272,0.5171592235565186,259,0.007903754711151123
PA_SWK_S_9,0.5110419988632202,307,0.4825509786605835,318,0.02849102020263672
PA_TOT_1,0.4656307101249695,396,0.4610722064971924,373,0.0045585036277771
PA_TOT_2,0.4740232229232788,378,0.49541234970092773,289,0.021389126777648926
PA_TOT_3,0.48466747999191284,365,0.4907645881175995,299,0.0060971081256866455
PA_TOT_4,0.48552796244621277,362,0.4764024615287781,338,0.009125500917434692
PA_TOT_5,0.5111598372459412,306,0.46444976329803467,365,0.046710073947906494
PA_TOT_6,0.5039348602294922,319,0.43411684036254883,429,0.06981801986694336
PA_TOT_7,0.5210435390472412,282,0.4082486629486084,491,0.11279487609863281
PA_TOT_8,0.4326329827308655,480,0.3510417938232422,584,0.08159118890762329
PA_TRA_1,0.556470513343811,216,0.48828205466270447,303,0.06818845868110657
PA_TRA_2,0.6194820404052734,159,0.5603079795837402,194,0.0591740608215332
PA_TRA_3,0.6426622867584229,145,0.5726103782653809,181,0.07005190849304199
PA_TRA_4,0.627740740776062,153,0.5899041891098022,161,0.037836551666259766
PA_TRA_5,0.6392890214920044,149,0.5899076461791992,160,0.049381375312805176
PA_TRA_6,0.5829744338989258,185,0.5499657988548279,205,0.0330086350440979
PA_TRA_7,0.6542454957962036,139,0.5607423782348633,193,0.09350311756134033
PA_TRA_8,0.534504771232605,251,0.4623052775859833,370,0.0721994936466217
PA_TRA_MM_0,0.7483665347099304,70,0.6776072978973389,76,0.07075923681259155
PA_TRA_MM_1,0.7147045731544495,89,0.6939259767532349,67,0.0207785964012146
PA_TRA_MM_2,0.692570686340332,111,0.6417399048805237,114,0.05083078145980835
PA_TRA_MM_3,0.6660190224647522,130,0.5926091074943542,158,0.07340991497039795
PA_VIG_1,0.44576525688171387,440,0.4485807418823242,402,0.0028154850006103516
PA_VIG_2,0.4776369035243988,375,0.48265016078948975,317,0.005013257265090942
PA_VIG_3,0.4964407980442047,331,0.48650145530700684,307,0.009939342737197876
PA_VIG_4,0.5085930824279785,314,0.45277413725852966,390,0.05581894516944885
PA_VIG_5,0.509350597858429,311,0.4372890293598175,422,0.07206156849861145
PA_VIG_6,0.43515464663505554,473,0.35166019201278687,583,0.08349445462226868
PA_WLK_1,0.5230212211608887,278,0.46946752071380615,353,0.05355370044708252
PA_WLK_2,0.5319230556488037,258,0.5318092107772827,227,0.0001138448715209961
PA_WLK_3,0.5695961713790894,197,0.5454750657081604,211,0.024121105670928955
PA_WLK_4,0.5685608386993408,199,0.5347553491592407,225,0.0338054895401001
PA_WLK_5,0.5784823298454285,188,0.545800507068634,210,0.032681822776794434
PA_WLK_6,0.5359944105148315,245,0.5114791989326477,270,0.024515211582183838
PA_WLK_7,0.593443751335144,176,0.5273867845535278,238,0.06605696678161621
PA_WLK_8,0.48961833119392395,347,0.44859448075294495,401,0.041023850440979004
PA_WLK_MM_0,0.4895920157432556,348,0.47021934390068054,351,0.019372671842575073
PA_WLK_MM_1,0.5004051923751831,325,0.4777173697948456,331,0.022687822580337524
PA_WLK_MM_2,0.5305901765823364,260,0.5243170261383057,245,0.006273150444030762
PA_WLK_MM_3,0.5725246667861938,193,0.4970397651195526,284,0.07548490166664124
PA_WLK_MM_4,0.5172635912895203,288,0.45569390058517456,384,0.0615696907043457
PR_HT_1,0.44909435510635376,433,0.3334689736366272,603,0.11562538146972656
PR_HT_2,0.43758419156074524,464,0.37805962562561035,543,0.05952456593513489
PR_HT_3,0.39524608850479126,558,0.41743844747543335,469,0.02219235897064209
PR_HT_4,0.3891570568084717,571,0.46060824394226074,375,0.07145118713378906
PR_HT_5,0.3505631685256958,623,0.378099262714386,542,0.027536094188690186
PR_OH_1,0.6795166730880737,121,0.6092562675476074,138,0.07026040554046631
PR_OH_2,0.8234350681304932,30,0.7501682043075562,39,0.07326686382293701
PR_OH_3,0.8420282602310181,20,0.7921048402786255,9,0.04992341995239258
PR_OH_4,0.709931492805481,92,0.7149544954299927,59,0.005023002624511719
PR_OH_5,0.49895381927490234,327,0.4975590109825134,283,0.001394808292388916
RH_DG_LT_1,0.530135452747345,261,0.4478462338447571,405,0.08228921890258789
RH_DG_LT_2,0.4133111834526062,524,0.42573100328445435,449,0.012419819831848145
RH_DG_YR_1,0.5257308483123779,270,0.5289290547370911,234,0.0031982064247131348
RH_DG_YR_2,0.4727639853954315,383,0.4811529517173767,319,0.00838896632194519
RH_DG_YR_9999,0.4908880293369293,344,0.4305269718170166,440,0.06036105751991272
S_CONT_1,0.4170965254306793,509,0.37580209970474243,548,0.04129442572593689
S_CONT_2,0.442596971988678,453,0.36814674735069275,564,0.07445022463798523
S_CONT_3,0.45192283391952515,423,0.30841055512428284,633,0.1435122787952423
S_CONT_4,0.49217742681503296,341,0.4606659710407257,374,0.03151145577430725
S_CONT_9999,0.7457835674285889,72,0.7118903994560242,62,0.0338931679725647
S_CONT_M_1,0.41792410612106323,508,0.24497729539871216,673,0.17294681072235107
S_CONT_M_2,0.399699866771698,552,0.3564768433570862,580,0.043223023414611816
S_CONT_M_3,0.437402606010437,466,0.2947275638580322,643,0.14267504215240479
S_CONT_M_4,0.1805252730846405,701,0.18981094658374786,690,0.00928567349910736
S_CONT_M_5,0.15134793519973755,712,0.11899563670158386,720,0.032352298498153687
S_CONT_M_6,0.18886160850524902,700,0.15443256497383118,709,0.03442904353141785
S_CONT_M_9999,0.8010261654853821,45,0.7385299205780029,43,0.06249624490737915
S_EDU_1,0.6161174774169922,161,0.5890434980392456,163,0.027073979377746582
S_EDU_2,0.7317207455635071,78,0.6653620004653931,84,0.06635874509811401
S_SI_1,0.7677375078201294,56,0.7379960417747498,44,0.02974146604537964
S_SI_2,0.4968777000904083,330,0.44901975989341736,400,0.04785794019699097
SleepAvg_WK_0,0.2296879142522812,688,0.19349981844425201,686,0.036188095808029175
SleepAvg_WK_1,0.28398752212524414,661,0.18698567152023315,691,0.09700185060501099
SleepAvg_WK_10,0.40647536516189575,533,0.2957679033279419,642,0.11070746183395386
SleepAvg_WK_11,0.4547809660434723,419,0.3474501967430115,586,0.10733076930046082
SleepAvg_WK_12,0.45857948064804077,409,0.3999822437763214,500,0.05859723687171936
SleepAvg_WK_13,0.44872117042541504,435,0.4329679608345032,433,0.015753209590911865
SleepAvg_WK_14,0.3451365530490875,628,0.31685036420822144,617,0.02828618884086609
SleepAvg_WK_15,0.301570326089859,650,0.2639039158821106,662,0.03766641020774841
SleepAvg_WK_16,0.2581237256526947,672,0.26069509983062744,665,0.0025713741779327393
SleepAvg_WK_17,0.29461199045181274,653,0.27989935874938965,654,0.014712631702423096
SleepAvg_WK_18,0.36182549595832825,609,0.2946987450122833,644,0.06712675094604492
SleepAvg_WK_19,0.4049859642982483,539,0.35879281163215637,578,0.04619315266609192
SleepAvg_WK_2,0.3537633717060089,619,0.2895009517669678,648,0.06426241993904114
SleepAvg_WK_20,0.4193740487098694,503,0.33429843187332153,599,0.08507561683654785
SleepAvg_WK_3,0.4356973171234131,467,0.41945725679397583,464,0.016240060329437256
SleepAvg_WK_4,0.3560594916343689,618,0.40815287828445435,492,0.05209338665008545
SleepAvg_WK_5,0.34885933995246887,626,0.36087167263031006,576,0.012012332677841187
SleepAvg_WK_6,0.365741103887558,602,0.31879913806915283,616,0.04694196581840515
SleepAvg_WK_7,0.1691652089357376,704,0.12355154752731323,717,0.04561366140842438
SleepAvg_WK_8,0.3642212152481079,604,0.2721453905105591,657,0.09207582473754883
SleepAvg_WK_9,0.361886203289032,607,0.25837668776512146,666,0.10350951552391052
TC_ACCESS_1,0.8194254040718079,35,0.7819899916648865,18,0.03743541240692139
TC_ACCESS_2,0.5054988265037537,318,0.44906869530677795,399,0.05643013119697571
TC_ACCESS_3,0.44694632291793823,437,0.41186028718948364,485,0.03508603572845459
TC_ACCESS_4,0.38437342643737793,582,0.34400317072868347,590,0.04037025570869446
TC_ACCESS_5,0.3691070079803467,598,0.3202674984931946,614,0.0488395094871521
TC_AMNT_0,0.8011451959609985,44,0.7572399377822876,36,0.04390525817871094
TC_AMNT_1,0.3805423378944397,590,0.39700257778167725,510,0.01646023988723755
TC_AMNT_2,0.4447103440761566,446,0.37063491344451904,562,0.07407543063163757
TC_AMNT_3,0.3937372863292694,563,0.3530561923980713,582,0.04068109393119812
TC_AMNT_4,0.37798595428466797,594,0.3078969717025757,634,0.07008898258209229
TC_AMNT_5,0.3837224841117859,584,0.3014183044433594,638,0.08230417966842651
TC_AMNT_6,0.41938191652297974,502,0.26597949862480164,659,0.1534024178981781
TC_DAGE_1,0.14928878843784332,713,0.17806579172611237,698,0.028777003288269043
TC_DAGE_10,0.4013484716415405,549,0.2843942642211914,652,0.11695420742034912
TC_DAGE_11,0.3792468309402466,593,0.3133976459503174,626,0.0658491849899292
TC_DAGE_12,0.42514827847480774,490,0.3240848779678345,609,0.10106340050697327
TC_DAGE_13,0.4002869129180908,550,0.3451199531555176,587,0.05516695976257324
TC_DAGE_2,0.257550448179245,673,0.28632280230522156,650,0.028772354125976562
TC_DAGE_3,0.2668371796607971,668,0.2138003706932068,680,0.05303680896759033
TC_DAGE_4,0.1421274095773697,716,0.14111530780792236,713,0.0010121017694473267
TC_DAGE_5,0.17574791610240936,702,0.11980627477169037,719,0.055941641330718994
TC_DAGE_6,0.2419373095035553,679,0.1978304386138916,685,0.044106870889663696
TC_DAGE_7,0.2559816837310791,674,0.16875521838665009,703,0.08722646534442902
TC_DAGE_8,0.40150099992752075,547,0.2572738528251648,669,0.14422714710235596
TC_DAGE_9,0.3940486013889313,562,0.3118365705013275,630,0.08221203088760376
TC_DAGE_9999,0.8543824553489685,15,0.7882415056228638,10,0.06614094972610474
TC_DAYS_0,0.7821553349494934,53,0.7348222732543945,45,0.04733306169509888
TC_DAYS_1,0.44942376017570496,432,0.4338679611682892,431,0.015555799007415771
TC_DAYS_2,0.40566131472587585,537,0.42977404594421387,444,0.024112731218338013
TC_DAYS_3,0.43491917848587036,475,0.4322497844696045,435,0.002669394016265869
TC_DAYS_4,0.46676427125930786,392,0.37916862964630127,540,0.08759564161300659
TC_DAYS_5,0.4014856219291687,548,0.3633102774620056,572,0.038175344467163086
TC_DAYS_6,0.42862701416015625,485,0.36265140771865845,574,0.0659756064414978
TC_DAYS_7,0.3984430730342865,556,0.33745747804641724,595,0.06098559498786926
TC_EC_LT_1,0.8230786919593811,31,0.7737706899642944,24,0.04930800199508667
TC_EC_LT_2,0.3931679427623749,564,0.3885982632637024,529,0.004569679498672485
TC_EC_MN_0,0.8091266751289368,40,0.7709482908248901,26,0.03817838430404663
TC_EC_MN_1,0.418068528175354,507,0.3978755474090576,505,0.020192980766296387
TC_EC_MN_2,0.3904781937599182,568,0.38062992691993713,537,0.009848266839981079
TC_EC_MN_3,0.4288017749786377,484,0.33503592014312744,598,0.09376585483551025
TC_EC_MN_4,0.4126823842525482,525,0.3786394000053406,541,0.03404298424720764
TC_EC_MN_5,0.463792622089386,403,0.365131676197052,571,0.09866094589233398
TC_EC_MN_6,0.41233497858047485,526,0.2620998024940491,664,0.15023517608642578
TC_EC_MN_7,0.44900164008140564,434,0.33364182710647583,601,0.11535981297492981
TC_FAGE_1,0.45647671818733215,416,0.38018929958343506,539,0.0762874186038971
TC_FAGE_10,0.41361409425735474,523,0.3733683228492737,554,0.040245771408081055
TC_FAGE_11,0.39457234740257263,560,0.37630563974380493,547,0.0182667076587677
TC_FAGE_12,0.4017725884914398,545,0.40339937806129456,497,0.0016267895698547363
TC_FAGE_13,0.4018257260322571,544,0.3891568183898926,526,0.012668907642364502
TC_FAGE_14,0.7019099593162537,100,0.677238941192627,77,0.02467101812362671
TC_FAGE_2,0.23426464200019836,684,0.16062286496162415,707,0.07364177703857422
TC_FAGE_3,0.3259912133216858,637,0.24038876593112946,676,0.08560244739055634
TC_FAGE_4,0.4242919683456421,492,0.41306430101394653,481,0.011227667331695557
TC_FAGE_5,0.4354250431060791,469,0.33720821142196655,596,0.09821683168411255
TC_FAGE_6,0.4816349446773529,370,0.41894158720970154,465,0.06269335746765137
TC_FAGE_7,0.4524831771850586,422,0.41271793842315674,482,0.039765238761901855
TC_FAGE_8,0.45994192361831665,408,0.396581768989563,512,0.06336015462875366
TC_FAGE_9,0.4284482002258301,486,0.4051212668418884,495,0.02332693338394165
TC_GHW_1,0.5486175417900085,224,0.47058120369911194,349,0.0780363380908966
TC_GHW_2,0.5637781620025635,205,0.5354754328727722,222,0.02830272912979126
TC_GHW_H_1,0.423056960105896,494,0.4660235643386841,361,0.042966604232788086
TC_GHW_H_2,0.4214736819267273,497,0.41219496726989746,484,0.009278714656829834
TC_GHW_H_3,0.4477476477622986,436,0.43222296237945557,436,0.015524685382843018
TC_GHW_H_4,0.4105530381202698,529,0.4340333938598633,430,0.023480355739593506
TC_GHW_H_9999,0.3987266421318054,555,0.36206549406051636,575,0.03666114807128906
TC_GHW_QT_1,0.39063507318496704,567,0.42336395382881165,456,0.032728880643844604
TC_GHW_QT_2,0.3900463283061981,569,0.3959844410419464,514,0.005938112735748291
TC_GHW_QT_3,0.44150108098983765,455,0.42473700642585754,453,0.016764074563980103
TC_GHW_QT_4,0.3603152632713318,614,0.3907768726348877,525,0.030461609363555908
TC_GHW_QT_9999,0.3373684883117676,633,0.3085979223251343,632,0.0287705659866333
TC_HTP_LT_1,0.8479787111282349,17,0.7951656579971313,7,0.052813053131103516
TC_HTP_LT_2,0.3976020812988281,557,0.36577361822128296,568,0.031828463077545166
TC_HTP_MN_0,0.8543863892555237,14,0.8105700016021729,3,0.04381638765335083
TC_HTP_MN_1,0.3819684684276581,586,0.33838149905204773,594,0.04358696937561035
TC_HTP_MN_2,0.3696880042552948,597,0.3754432797431946,550,0.00575527548789978
TC_HTP_MN_3,0.44285500049591064,449,0.31601330637931824,621,0.1268416941165924
TC_HTP_MN_4,0.4163685441017151,513,0.3068520128726959,635,0.10951653122901917
TC_HTP_MN_5,0.4426786005496979,451,0.3120950162410736,628,0.13058358430862427
TC_HTP_MN_6,0.298112690448761,651,0.1304181069135666,716,0.1676945835351944
TC_HTP_MN_7,0.45351916551589966,420,0.31430158019065857,624,0.1392175853252411
TC_LT_1,0.8137301206588745,37,0.7637107372283936,30,0.05001938343048096
TC_LT_2,0.43813231587409973,463,0.45340049266815186,389,0.015268176794052124
TC_QT_YR_1,0.39421164989471436,561,0.37186187505722046,558,0.022349774837493896
TC_QT_YR_2,0.36253803968429565,606,0.32067811489105225,612,0.04185992479324341
TC_QT_YR_9999,0.7310022115707397,79,0.7155647277832031,58,0.015437483787536621
TC_SND_H_1,0.8207494020462036,34,0.7608981132507324,33,0.05985128879547119
TC_SND_H_2,0.6795388460159302,120,0.6264925599098206,126,0.05304628610610962
TC_SND_H_3,0.6632096767425537,133,0.6197992563247681,132,0.043410420417785645
TC_SND_H_4,0.6893810033798218,114,0.6572668552398682,91,0.03211414813995361
TC_SND_H_5,0.6132948398590088,163,0.6220812797546387,130,0.008786439895629883
TC_SND_H_6,0.5674071311950684,200,0.5798041224479675,170,0.01239699125289917
TC_SND_H_7,0.5298334956169128,262,0.5611846446990967,191,0.03135114908218384
TC_SND_H_8,0.5972957015037537,173,0.6632988452911377,88,0.06600314378738403
TC_SND_P_1,0.7463347911834717,71,0.6510623693466187,95,0.09527242183685303
TC_SND_P_2,0.706843376159668,95,0.6322387456893921,123,0.07460463047027588
TC_SND_P_3,0.6787145733833313,122,0.605369508266449,146,0.07334506511688232
TC_SND_P_4,0.6617785096168518,134,0.5975513458251953,155,0.0642271637916565
TC_SND_P_5,0.5626754760742188,208,0.5299991965293884,231,0.03267627954483032
TC_SND_P_6,0.5228455066680908,279,0.5377591848373413,219,0.014913678169250488
TC_SND_P_7,0.5232678651809692,276,0.4766979217529297,333,0.04656994342803955
TC_SND_P_8,0.44472044706344604,445,0.4526335299015045,392,0.007913082838058472
TC_SND_S_1,0.8236621618270874,29,0.7621028423309326,31,0.061559319496154785
TC_SND_S_2,0.5770031809806824,190,0.538620114326477,218,0.03838306665420532
TC_SND_S_3,0.5627551674842834,207,0.5282796621322632,235,0.034475505352020264
TC_SND_S_4,0.5452843308448792,231,0.5357844233512878,221,0.009499907493591309
TC_SND_S_5,0.493075966835022,338,0.5035685300827026,276,0.010492563247680664
TC_SND_S_6,0.47074294090270996,386,0.4919000566005707,295,0.021157115697860718
TC_SND_S_7,0.5031905174255371,320,0.38303011655807495,534,0.12016040086746216
TC_SND_S_8,0.4325811266899109,481,0.48628905415534973,308,0.05370792746543884
V_TRT_1,0.8734176158905029,4,0.7846167087554932,12,0.08880090713500977
V_TRT_2,0.5536118745803833,221,0.5442866086959839,212,0.009325265884399414
V_TRT_3,0.415053129196167,519,0.41400471329689026,478,0.0010484158992767334
V_TRT_4,0.3369499742984772,634,0.332008957862854,605,0.004941016435623169
V_TRT_5,0.291847825050354,655,0.18653154373168945,692,0.10531628131866455
V_TRT_6,0.1958937793970108,697,0.1394016444683075,714,0.05649213492870331
V_TRT_7,0.3440788984298706,631,0.27584487199783325,655,0.06823402643203735
WC_MN_1,0.5702942609786987,196,0.37801292538642883,544,0.1922813355922699
WC_MN_2,0.45127421617507935,427,0.6467860341072083,103,0.1955118179321289
WC_MN_3,0.5334987640380859,252,0.486975759267807,306,0.04652300477027893
WC_MN_4,0.5230842232704163,277,0.5753825902938843,177,0.05229836702346802
WC_MN_M01_0,0.5153785943984985,296,0.6192471981048584,134,0.10386860370635986
WC_MN_M01_1,0.4956434965133667,334,0.6000267267227173,153,0.10438323020935059
WC_MN_M01_9999,0.5173037648200989,287,0.34801381826400757,585,0.1692899465560913
WC_MN_M02_0,0.48335325717926025,366,0.5552408695220947,199,0.07188761234283447
WC_MN_M02_1,0.3535621166229248,620,0.6248195767402649,127,0.2712574601173401
WC_MN_M02_9999,0.5425572395324707,234,0.34140148758888245,593,0.20115575194358826
WC_MN_M03_0,0.5128873586654663,302,0.5142781734466553,265,0.0013908147811889648
WC_MN_M03_1,0.4121420979499817,527,0.6444039940834045,108,0.23226189613342285
WC_MN_M03_9999,0.5242356061935425,273,0.3235546350479126,610,0.20068097114562988
WC_MN_M04_0,0.4450652599334717,444,0.5545252561569214,200,0.10945999622344971
WC_MN_M04_1,0.25218692421913147,675,0.501841127872467,278,0.24965420365333557
WC_MN_M04_9999,0.48666393756866455,358,0.3443613052368164,589,0.14230263233184814
WC_MN_M05_0,0.46658122539520264,393,0.5612015724182129,190,0.09462034702301025
WC_MN_M05_1,0.2380409985780716,681,0.49895361065864563,280,0.26091261208057404
WC_MN_M05_9999,0.48726072907447815,353,0.31539657711982727,622,0.17186415195465088
WC_MN_M06_0,0.44073930382728577,458,0.5543167591094971,201,0.1135774552822113
WC_MN_M06_1,0.19770601391792297,696,0.4322177767753601,437,0.23451176285743713
WC_MN_M06_9999,0.4356374442577362,468,0.2860861122608185,651,0.14955133199691772
WC_MN_M07_0,0.4155659079551697,516,0.5226930379867554,249,0.1071271300315857
WC_MN_M07_1,0.23448467254638672,683,0.48377376794815063,314,0.24928909540176392
WC_MN_M07_9999,0.45763102173805237,412,0.29028356075286865,647,0.16734746098518372
WC_MN_M08_0,0.4058906137943268,535,0.49559175968170166,286,0.08970114588737488
WC_MN_M08_1,0.27218592166900635,664,0.5478525161743164,209,0.27566659450531006
WC_MN_M08_9999,0.41933977603912354,504,0.25786468386650085,667,0.16147509217262268
WC_MN_M09_0,0.32587409019470215,638,0.43211495876312256,438,0.10624086856842041
WC_MN_M09_1,0.36151623725891113,610,0.4664384722709656,360,0.10492223501205444
WC_MN_M09_9999,0.3512301445007324,622,0.1643369197845459,704,0.18689322471618652
