,Variables,Euclidean distance
261,E_FM_F_1_8888,5.400617599487305
262,SleepAvg_WK_0,5.5341620445251465
263,E_FM_F_1_1,5.559266567230225
264,E_BORN_M_2,5.633123874664307
265,E_FM_SF_2_8888,5.758302688598633
266,E_FM_OBS_7_9999,5.764928340911865
267,E_FM_YBS_8_9999,5.7793779373168945
268,E_KRN_F_2,5.795510768890381
269,E_FM_SM_4_4,5.796257495880127
270,E_BORN_M_4,5.872830867767334
271,E_FM_SF_2_9999,5.973526477813721
272,E_BORN_M_5,5.97877836227417
273,SleepAvg_WK_16,6.174487113952637
274,E_FM_M_3_8888,6.338172435760498
275,E_FM_M_3_3,6.511565685272217
276,E_LT_F_2,6.581851959228516
277,SleepAvg_WK_15,6.649773120880127
278,E_BORN_M_6,6.691133499145508
279,E_FM_SM_4_8888,6.932308197021484
280,E_FM_SM_4_9999,6.973900318145752
281,SleepAvg_WK_1,7.034177780151367
282,E_FM_GM_6_6,7.189913749694824
283,E_FM_YBS_8_8888,7.238903999328613
284,SleepAvg_WK_17,7.292457103729248
285,E_LT_SF_1,7.444036960601807
286,E_LT_F_9999,7.541928768157959
287,E_LT_SM_1,7.570653438568115
288,E_FM_GF_5_9999,7.5731000900268555
289,SleepAvg_WK_2,7.670048713684082
290,E_FM_GF_5_8888,7.72866153717041
291,E_BORN_M_1,7.740715026855469
292,E_LT_SF_2,8.026124000549316
293,SleepAvg_WK_14,8.11715316772461
294,E_LT_F_8888,8.195844650268555
295,E_FM_GM_6_9999,8.325295448303223
296,E_LT_M_2,8.406526565551758
297,E_EDU_F_1,8.436797142028809
298,E_FM_GM_6_8888,8.547042846679688
299,E_LT_SF_8888,8.577180862426758
300,E_LT_M_9999,8.751498222351074
301,E_LT_M_8888,8.822733879089355
302,E_LT_SM_2,9.103214263916016
303,E_EDU_M_1,9.179780006408691
304,E_LT_SM_8888,9.325739860534668
305,E_FM_OBS_7_8888,9.63845157623291
306,SleepAvg_WK_18,9.858112335205078
307,E_EDU_M_2,9.912497520446777
308,E_EDU_F_9999,10.062938690185547
309,E_FM_NO_9_8888,10.471236228942871
310,SleepAvg_WK_13,10.481091499328613
311,SleepAvg_WK_3,10.565691947937012
312,E_KRN_M_2,10.629959106445312
313,E_EDU_M_3,10.709354400634766
314,E_EDU_F_8888,10.891788482666016
315,E_EDU_M_4,10.965828895568848
316,SleepAvg_WK_19,11.611817359924316
317,E_KRN_F_9999,11.72969913482666
318,E_KRN_F_8888,11.769278526306152
319,E_BORN_F_8888,12.282369613647461
320,E_EDU_M_9999,12.320125579833984
321,E_KRN_M_1,12.824933052062988
322,SleepAvg_WK_4,13.233381271362305
323,SleepAvg_WK_12,13.645288467407227
324,E_EDU_M_8888,13.957199096679688
325,E_KRN_M_9999,13.998103141784668
326,E_BORN_M_9999,14.968053817749023
327,SleepAvg_WK_5,15.782549858093262
328,SleepAvg_WK_11,16.32110023498535
329,SleepAvg_WK_20,16.359256744384766
330,SleepAvg_WK_6,17.090694427490234
331,E_KRN_M_8888,17.358549118041992
332,SleepAvg_WK_7,17.911317825317383
333,SleepAvg_WK_10,18.20648956298828
334,SleepAvg_WK_8,18.36604881286621
335,SleepAvg_WK_9,18.481399536132812
336,E_BORN_M_8888,23.08352279663086
