,Variables,Euclidean distance,Variables,Euclidean distance
366,TC_HTP_MN_6,3.1834256649017334,,
367,F_BR_3,3.1913559436798096,,
368,F_BR_5,3.21293306350708,,
369,E_SES_4,3.2319931983947754,,
370,WC_MN_M08_0,3.2412071228027344,,
371,PR_BI_5,3.2455894947052,,
372,E_S_RCRD_5,3.256971597671509,,
373,INT_WK_MM_4,3.3178884983062744,,
374,F_FASTFOOD_7,3.3351500034332275,,
375,PR_HT_4,3.450981616973877,,
376,DR_LT_2,3.46975040435791,,
377,E_SES_1,3.4953620433807373,,
378,PR_HT_3,3.5534770488739014,,
379,WC_MN_M09_0,3.5980727672576904,,
380,E_S_RCRD_1,3.6248700618743896,,
381,E_FM_GF_5_5,3.6252946853637695,,
382,E_S_RCRD_4,3.7769570350646973,,
383,E_FM_OBS_7_7,3.786625385284424,,
384,TC_DAGE_1,3.819147825241089,,
385,DR_LT_3,3.8473360538482666,,
386,WC_MN_M10_0,4.2061309814453125,,
387,E_LT_M_1,5.124727725982666,,
388,E_LT_SM_9999,5.364778995513916,,
389,E_EDU_F_3,7.200413227081299,,
390,E_EDU_F_2,7.351967811584473,,
391,E_KRN_F_1,7.887862205505371,,
392,E_EDU_F_4,8.02912425994873,,
393,E_BORN_F_9999,10.473773002624512,,
